ensembl_transcript_id	hgnc_symbol
ENST00000591871	TIMM13
ENST00000591872	YIPF2
ENST00000591875	C16orf89
ENST00000591877	VMP1
ENST00000591878	MFSD12
ENST00000591879	RHBDF2
ENST00000591881	RANBP3
ENST00000591884	
ENST00000591885	RHBDF2
ENST00000591886	
ENST00000591887	ZNF568
ENST00000591889	
ENST00000591890	H3F3B
ENST00000591891	KCNJ16
ENST00000591892	
ENST00000591893	H3F3B
ENST00000591894	IZUMO4
ENST00000591895	MGRN1
ENST00000591896	SLC26A4-AS1
ENST00000591897	UBALD1
ENST00000591898	
ENST00000591899	UQCR11
ENST00000591900	
ENST00000591901	PTPN2
ENST00000591902	KDSR
ENST00000591903	SDF2
ENST00000591904	CLASRP
ENST00000591908	
ENST00000591909	TUBB6
ENST00000591910	AARSD1
ENST00000591911	KIAA1328
ENST00000591912	ELOF1
ENST00000591913	NTF6B
ENST00000591914	SMAD4
ENST00000591915	SRD5A3-AS1
ENST00000591916	PTGES3L
ENST00000591917	NOL4
ENST00000591919	UBXN6
ENST00000591920	
ENST00000591921	MAP4K1
ENST00000591924	GALNT1
ENST00000591925	ME2
ENST00000591926	
ENST00000591928	
ENST00000591929	
ENST00000591932	ZNF561-AS1
ENST00000591934	SEPT9
ENST00000591935	CIRBP
ENST00000591936	
ENST00000591937	KLRC4-KLRK1
ENST00000591942	USP36
ENST00000591944	
ENST00000591945	CNP
ENST00000591946	PRKCSH
ENST00000591949	PSENEN
ENST00000591951	ZNF268
ENST00000591952	AFMID
ENST00000591953	TLE6
ENST00000591954	
ENST00000591956	SNHG16
ENST00000591958	EPOR
ENST00000591962	
ENST00000591963	ACOX1
ENST00000591964	PQLC1
ENST00000591965	ZFR2
ENST00000591966	AP1M1
ENST00000591967	
ENST00000591968	PEPD
ENST00000591969	RAVER1
ENST00000591971	PDE4A
ENST00000591972	RAMP2
ENST00000591974	LINC01539
ENST00000591977	FECH
ENST00000591978	CACTIN
ENST00000591979	CEACAM19
ENST00000591981	ATP5A1
ENST00000591982	
ENST00000591983	TMC8
ENST00000591984	SGTA
ENST00000591985	WDR18
ENST00000591986	PPP1R13L
ENST00000591987	ZNF519
ENST00000591989	NEDD4L
ENST00000591990	ITGA2B
ENST00000591991	SAFB
ENST00000591993	
ENST00000591995	C17orf99
ENST00000591996	PGS1
ENST00000591997	WDR18
ENST00000591998	ZNF699
ENST00000592001	PSMD8
ENST00000592003	KLF2
ENST00000592005	KATNAL2
ENST00000592006	FMNL1
ENST00000592007	SPINT2
ENST00000592009	TBX2-AS1
ENST00000592011	PIAS2
ENST00000592012	MBD3
ENST00000592013	TNFRSF11A
ENST00000592014	PRCD
ENST00000592017	CLIP3
ENST00000592018	PVRL2
ENST00000592019	ROGDI
ENST00000592022	
ENST00000592023	ERCC1
ENST00000592026	P3H4
ENST00000592027	
ENST00000592030	
ENST00000592031	EPS15L1
ENST00000592033	CANT1
ENST00000592035	PSMD8
ENST00000592038	
ENST00000592040	CCDC68
ENST00000592041	TOMM40
ENST00000592042	ST6GALNAC1
ENST00000592043	PGS1
ENST00000592045	
ENST00000592048	ERC1
ENST00000592049	ZNF519
ENST00000592051	CIRBP
ENST00000592054	DNMT1
ENST00000592055	KEAP1
ENST00000592056	CLASRP
ENST00000592057	FAM198B
ENST00000592058	FSTL3
ENST00000592059	PTPN2
ENST00000592060	MBD1
ENST00000592062	TRMT1
ENST00000592063	TMC6
ENST00000592064	RTN2
ENST00000592067	FBXL12
ENST00000592068	ANKS3
ENST00000592069	MAU2
ENST00000592070	LINC00629
ENST00000592071	MRPL4
ENST00000592072	WNK4
ENST00000592074	UNK
ENST00000592075	ITGA2B
ENST00000592077	ANKS3
ENST00000592078	CXXC1
ENST00000592079	HOOK2
ENST00000592081	
ENST00000592082	BTBD2
ENST00000592083	ERCC1
ENST00000592085	LINC00284
ENST00000592087	
ENST00000592091	
ENST00000592093	MLIP-AS1
ENST00000592094	LINC00910
ENST00000592095	ZNF180
ENST00000592097	NEDD4L
ENST00000592098	SEPT9
ENST00000592099	PTPRS
ENST00000592100	LINC01535
ENST00000592103	
ENST00000592106	VMP1
ENST00000592107	TPTEP1
ENST00000592111	FECH
ENST00000592112	ROGDI
ENST00000592113	PTBP1
ENST00000592115	BIRC5
ENST00000592119	C18orf8
ENST00000592120	UBN1
ENST00000592121	
ENST00000592122	SLFN11
ENST00000592123	RHBDF2
ENST00000592126	TK1
ENST00000592127	TMEM101
ENST00000592128	FHOD3
ENST00000592133	RANBP3
ENST00000592134	PPP1R13L
ENST00000592135	LINC00910
ENST00000592136	AARSD1
ENST00000592137	TYK2
ENST00000592138	TPM4
ENST00000592139	VASP
ENST00000592140	ZNF180
ENST00000592141	COX6B1
ENST00000592142	DPY19L3
ENST00000592143	MOB3A
ENST00000592144	GPI
ENST00000592145	TUBD1
ENST00000592146	ZNF667-AS1
ENST00000592147	TMEM161A
ENST00000592149	PRELID3A
ENST00000592151	ZNF112
ENST00000592152	DNAH17
ENST00000592153	C19orf12
ENST00000592154	GPATCH8
ENST00000592155	PALM
ENST00000592156	SPIRE1
ENST00000592158	SMARCA4
ENST00000592160	ZNF93
ENST00000592161	TTN-AS1
ENST00000592162	ACBD4
ENST00000592165	GPATCH1
ENST00000592166	CNTD1
ENST00000592167	AP2B1
ENST00000592168	HKR1
ENST00000592169	PSME3
ENST00000592170	SEH1L
ENST00000592171	ZNF444
ENST00000592172	RFX2
ENST00000592173	INO80C
ENST00000592174	
ENST00000592175	KDM4B
ENST00000592176	APOC1
ENST00000592179	ANKRD29
ENST00000592180	MPPE1
ENST00000592181	
ENST00000592183	
ENST00000592184	PIN1
ENST00000592186	SMAD4
ENST00000592187	
ENST00000592189	ZNF667
ENST00000592190	ANKS3
ENST00000592192	DNAH17
ENST00000592193	FBF1
ENST00000592194	PRKAR1A
ENST00000592195	RAMP2-AS1
ENST00000592196	RPSAP66
ENST00000592197	RANBP3
ENST00000592199	NFIX
ENST00000592201	
ENST00000592202	RBM42
ENST00000592204	RTBDN
ENST00000592206	HAUS1
ENST00000592207	MARK4
ENST00000592208	RAVER1
ENST00000592210	KCTD15
ENST00000592211	ZSCAN30
ENST00000592212	PIAS2
ENST00000592215	KANK2
ENST00000592216	ARID3A
ENST00000592217	
ENST00000592218	ELAVL3
ENST00000592220	
ENST00000592221	PIAS2
ENST00000592223	NFATC1
ENST00000592224	SAFB
ENST00000592225	MAP4K1
ENST00000592226	ITGA2B
ENST00000592227	ZSWIM4
ENST00000592228	CANT1
ENST00000592229	MIR7515HG
ENST00000592230	
ENST00000592232	SLC7A9
ENST00000592234	CIRBP
ENST00000592235	NCLN
ENST00000592236	MLIP-AS1
ENST00000592239	ZNF579
ENST00000592240	
ENST00000592241	ZNF268
ENST00000592242	PPP6R1
ENST00000592245	
ENST00000592246	YIF1B
ENST00000592247	RHPN2
ENST00000592248	
ENST00000592249	ZNF532
ENST00000592250	SDF2
ENST00000592251	TNRC6C
ENST00000592253	ITGA2B
ENST00000592254	QTRT1
ENST00000592256	MGRN1
ENST00000592257	APOC2
ENST00000592258	DHX8
ENST00000592259	HOOK2
ENST00000592261	ADGRE5
ENST00000592262	GPATCH1
ENST00000592263	
ENST00000592264	ZNF397
ENST00000592265	GTF3C2-AS1
ENST00000592266	RANBP3
ENST00000592267	MAP3K14
ENST00000592268	RAD23A
ENST00000592270	
ENST00000592271	RNF157
ENST00000592272	EPG5
ENST00000592273	C19orf43
ENST00000592274	CACTIN-AS1
ENST00000592275	USP36
ENST00000592277	GPI
ENST00000592278	ZSCAN30
ENST00000592279	CYP4F3
ENST00000592280	MOB3A
ENST00000592281	RFX2
ENST00000592282	ZNF260
ENST00000592285	AP1M2
ENST00000592286	SLC14A2-AS1
ENST00000592287	TNPO2
ENST00000592288	ASXL3
ENST00000592290	FXYD5
ENST00000592291	HAUS5
ENST00000592292	ZNF266
ENST00000592293	SLC44A2
ENST00000592294	CCDC68
ENST00000592296	
ENST00000592297	HMHA1
ENST00000592298	ZNF559
ENST00000592299	SPHK1
ENST00000592300	MATK
ENST00000592302	
ENST00000592304	NBR1
ENST00000592305	TLE2
ENST00000592308	ZNF229
ENST00000592309	
ENST00000592310	KAT2A
ENST00000592311	
ENST00000592312	ECSIT
ENST00000592313	KLF16
ENST00000592314	SF3A2
ENST00000592316	APLP1
ENST00000592317	
ENST00000592319	
ENST00000592320	GFAP
ENST00000592321	ZNF577
ENST00000592322	RASGRP4
ENST00000592323	GRN
ENST00000592324	ATP6V0A1
ENST00000592325	SLFN5
ENST00000592327	KDSR
ENST00000592329	ACOX1
ENST00000592330	AES
ENST00000592331	MPPE1
ENST00000592332	
ENST00000592333	CCDC43
ENST00000592335	HMHA1
ENST00000592337	RFX2
ENST00000592338	CNN1
ENST00000592339	USP32
ENST00000592340	PRCD
ENST00000592342	DNMT1
ENST00000592343	C16orf89
ENST00000592345	ZNF519
ENST00000592346	LGI4
ENST00000592347	
ENST00000592348	MAP2K6
ENST00000592349	ASXL3
ENST00000592351	GEMIN7
ENST00000592352	HSBP1L1
ENST00000592353	ALKBH6
ENST00000592354	CAPNS1
ENST00000592355	ZSCAN5A
ENST00000592358	UBXN6
ENST00000592360	ZNF225
ENST00000592361	MBD3
ENST00000592362	HKR1
ENST00000592364	ATP5A1
ENST00000592365	MIR7515HG
ENST00000592368	
ENST00000592369	TMEM161A
ENST00000592373	MED16
ENST00000592374	MUM1
ENST00000592375	EPOR
ENST00000592376	QTRT1
ENST00000592378	RHBDF2
ENST00000592379	
ENST00000592381	
ENST00000592383	G6PC
ENST00000592385	HDAC5
ENST00000592386	UNC13D
ENST00000592387	ZBTB7C
ENST00000592388	VAT1
ENST00000592392	ZNF571-AS1
ENST00000592393	BCAS3
ENST00000592395	TCF3
ENST00000592396	SAFB
ENST00000592397	SSH2
ENST00000592398	ZFR2
ENST00000592399	TMC8
ENST00000592400	
ENST00000592401	CEP89
ENST00000592403	DOCK6
ENST00000592404	
ENST00000592405	
ENST00000592407	SEPT9
ENST00000592408	EFTUD2
ENST00000592409	KIRREL2
ENST00000592410	ERCC1
ENST00000592411	ZNF519
ENST00000592412	CIRBP
ENST00000592413	
ENST00000592416	MEX3C
ENST00000592417	
ENST00000592420	SEPT9
ENST00000592421	ANKS3
ENST00000592422	MAP3K14-AS1
ENST00000592424	CYP4F3
ENST00000592425	ZNF500
ENST00000592426	TUBD1
ENST00000592429	
ENST00000592430	RAD51D
ENST00000592431	
ENST00000592432	PRCD
ENST00000592433	EML2
ENST00000592434	TOMM40
ENST00000592436	FOSB
ENST00000592437	ZNF234
ENST00000592439	ICAM3
ENST00000592440	
ENST00000592441	
ENST00000592442	LAMA3
ENST00000592444	ERCC1
ENST00000592446	CNP
ENST00000592447	MPPE1
ENST00000592448	OLFM2
ENST00000592449	DTNA
ENST00000592451	MRPL37P1
ENST00000592452	ZNF532
ENST00000592453	DAZAP1
ENST00000592454	NAGLU
ENST00000592455	GNA15
ENST00000592456	SYNGR2
ENST00000592458	PSME3
ENST00000592461	ZNF580
ENST00000592462	ITGA2B
ENST00000592463	DOCK6
ENST00000592466	
ENST00000592467	CIRBP
ENST00000592468	DUS3L
ENST00000592470	SYT5
ENST00000592471	HAUS1
ENST00000592473	RFX2
ENST00000592474	PRPSAP1
ENST00000592477	
ENST00000592478	KEAP1
ENST00000592481	SEPT9
ENST00000592482	EML2
ENST00000592483	CAPNS1
ENST00000592484	LRP3
ENST00000592485	EIF3G
ENST00000592486	C19orf25
ENST00000592490	ZNF569
ENST00000592491	DUS3L
ENST00000592492	EZH1
ENST00000592494	GALK1
ENST00000592496	ZNF461
ENST00000592497	CYTH1
ENST00000592499	
ENST00000592500	
ENST00000592501	GZMM
ENST00000592502	ZNF101
ENST00000592503	DPY19L3
ENST00000592504	ZNF559
ENST00000592505	YIPF2
ENST00000592506	DNASE2
ENST00000592507	IGSF23
ENST00000592508	ST6GALNAC2
ENST00000592509	ZSCAN5A
ENST00000592510	NEK8
ENST00000592512	HOOK2
ENST00000592513	
ENST00000592514	MRPL4
ENST00000592515	UBXN6
ENST00000592518	
ENST00000592521	KIAA1328
ENST00000592522	DAZAP1
ENST00000592523	
ENST00000592524	GJC1
ENST00000592526	RBM42
ENST00000592527	FMNL1
ENST00000592528	PLIN3
ENST00000592529	ZNF180
ENST00000592530	PIP5K1C
ENST00000592531	QTRT1
ENST00000592533	ZNF540
ENST00000592534	ZNF439
ENST00000592535	APOC1
ENST00000592536	
ENST00000592537	IGFLR1
ENST00000592539	BRSK1
ENST00000592540	SPC24
ENST00000592541	ASXL3
ENST00000592542	
ENST00000592543	DENND1C
ENST00000592546	RFX2
ENST00000592551	C19orf66
ENST00000592554	FAM20A
ENST00000592556	WFDC21P
ENST00000592557	
ENST00000592558	EIF3K
ENST00000592559	EXOC7
ENST00000592560	FAM171A2
ENST00000592561	PSMD8
ENST00000592562	LMAN1
ENST00000592564	TMEM106A
ENST00000592566	TNRC6C
ENST00000592567	ZNF568
ENST00000592568	ABCA5
ENST00000592569	
ENST00000592570	UBE2S
ENST00000592571	ECSIT
ENST00000592572	
ENST00000592574	
ENST00000592576	EFTUD2
ENST00000592577	RAD51D
ENST00000592578	PSME3
ENST00000592581	ZNF233
ENST00000592582	SEH1L
ENST00000592583	
ENST00000592584	TLE2
ENST00000592585	FIZ1
ENST00000592586	FAM198B
ENST00000592587	ZNF846
ENST00000592588	RPS15
ENST00000592589	OR7E18P
ENST00000592591	HDHD2
ENST00000592594	TMC6
ENST00000592595	MAPK4
ENST00000592596	SLC7A10
ENST00000592597	POLR2E
ENST00000592599	SAFB2
ENST00000592600	TTN-AS1
ENST00000592601	NEDD4L
ENST00000592603	TMEM150B
ENST00000592604	SMARCA4
ENST00000592605	C19orf25
ENST00000592606	TRMT1
ENST00000592607	
ENST00000592610	PLIN5
ENST00000592611	KIAA1328
ENST00000592612	MATK
ENST00000592613	ZNF93
ENST00000592619	VMP1
ENST00000592621	RANBP3
ENST00000592622	
ENST00000592623	RPS15
ENST00000592624	ATP5D
ENST00000592625	ZNF763
ENST00000592626	RNF126
ENST00000592627	
ENST00000592628	TCF3
ENST00000592629	UNK
ENST00000592630	TTN-AS1
ENST00000592631	SUV420H2
ENST00000592632	DDX39A
ENST00000592634	NDUFA11
ENST00000592636	FARSA-AS1
ENST00000592640	
ENST00000592641	ANGPTL6
ENST00000592642	TRIM65
ENST00000592643	H3F3B
ENST00000592645	WIPI1
ENST00000592646	YIPF2
ENST00000592647	TRAPPC6A
ENST00000592648	KISS1R
ENST00000592649	TMEM106A
ENST00000592650	TMPRSS9
ENST00000592651	
ENST00000592652	MFSD12
ENST00000592653	LINC01532
ENST00000592654	NMT1
ENST00000592655	
ENST00000592656	ZBTB7C
ENST00000592659	ACP5
ENST00000592660	CEP76
ENST00000592662	FARSA
ENST00000592663	MIR7-3HG
ENST00000592664	HEATR6
ENST00000592665	ECSIT
ENST00000592668	
ENST00000592670	RAMP2-AS1
ENST00000592671	
ENST00000592672	UBA2
ENST00000592673	DUS3L
ENST00000592674	RPRD1A
ENST00000592675	KANK2
ENST00000592676	SRSF2
ENST00000592677	ACSBG2
ENST00000592678	
ENST00000592679	ZSCAN5A
ENST00000592680	
ENST00000592682	C18orf8
ENST00000592683	TUBB6
ENST00000592685	PDE4A
ENST00000592686	ICAM1
ENST00000592688	MYO5B
ENST00000592689	TTN-AS1
ENST00000592690	LIG3
ENST00000592691	
ENST00000592693	IGFLR1
ENST00000592694	YIF1B
ENST00000592695	HEXIM2
ENST00000592698	ANKS3
ENST00000592699	FECH
ENST00000592700	RPS15
ENST00000592701	EFTUD2
ENST00000592702	BCAS3
ENST00000592703	AP1M1
ENST00000592704	SRP68
ENST00000592705	DNMT1
ENST00000592707	SAFB
ENST00000592709	MIR7-3HG
ENST00000592710	CYP4F2
ENST00000592711	ANKS3
ENST00000592712	LINC01535
ENST00000592713	MAST1
ENST00000592714	
ENST00000592716	
ENST00000592717	MLX
ENST00000592718	
ENST00000592719	NAT14
ENST00000592720	
ENST00000592722	MIER2
ENST00000592723	CCDC159
ENST00000592725	ZNF253
ENST00000592726	RPS6KB1
ENST00000592727	OAZ1
ENST00000592729	TRMT1
ENST00000592730	MIR7515HG
ENST00000592731	TMEM150B
ENST00000592732	FBXL12
ENST00000592734	BIRC5
ENST00000592737	NCLN
ENST00000592740	
ENST00000592741	PRKCSH
ENST00000592743	EZH1
ENST00000592744	
ENST00000592746	GPATCH8
ENST00000592747	
ENST00000592750	TTN-AS1
ENST00000592752	
ENST00000592756	ZNF653
ENST00000592757	ABHD17A
ENST00000592758	
ENST00000592760	C19orf53
ENST00000592761	TIMP2
ENST00000592762	MARK4
ENST00000592763	ILF3
ENST00000592764	RNMT
ENST00000592765	WDR88
ENST00000592766	
ENST00000592768	HKR1
ENST00000592769	QPCTL
ENST00000592770	ASNSP6
ENST00000592771	RANBP3
ENST00000592772	PPL
ENST00000592773	ZNF536
ENST00000592774	SEC11C
ENST00000592775	
ENST00000592776	PTPN2
ENST00000592777	RNF165
ENST00000592780	ZNF225
ENST00000592782	NMT1
ENST00000592783	GRN
ENST00000592785	
ENST00000592786	PDCD5
ENST00000592787	OAZ1
ENST00000592789	CEACAM19
ENST00000592790	VMP1
ENST00000592791	UBA2
ENST00000592792	ZNF252P
ENST00000592793	ALG1
ENST00000592794	PKN1
ENST00000592798	ASF1B
ENST00000592800	PRKAR1A
ENST00000592801	
ENST00000592802	WBP2
ENST00000592803	PIGN
ENST00000592805	
ENST00000592806	
ENST00000592807	ZFR2
ENST00000592808	HOOK2
ENST00000592810	PLEKHF1
ENST00000592811	FOSB
ENST00000592812	LDLRAD4
ENST00000592813	ZMYND15
ENST00000592814	TRMT1
ENST00000592815	CIRBP
ENST00000592816	MIR7515HG
ENST00000592818	FXYD1
ENST00000592819	SYCE2
ENST00000592820	
ENST00000592822	TPM4
ENST00000592823	SRD5A3-AS1
ENST00000592825	TMUB2
ENST00000592826	APBA3
ENST00000592827	BCAS3
ENST00000592828	ACP5
ENST00000592829	ZNF461
ENST00000592831	ATP6V0A1
ENST00000592832	DPY19L3
ENST00000592839	SF3A2
ENST00000592840	ANKS3
ENST00000592841	UBA2
ENST00000592842	
ENST00000592843	
ENST00000592844	ZNF235
ENST00000592846	NEDD4L
ENST00000592847	FAM20A
ENST00000592848	BCAS3
ENST00000592849	METTL23
ENST00000592850	RAD51D
ENST00000592851	ZNF561-AS1
ENST00000592852	CD3EAP
ENST00000592853	EML2
ENST00000592854	C19orf38
ENST00000592857	SLC25A39
ENST00000592858	DOHH
ENST00000592859	ZNF846
ENST00000592861	CNP
ENST00000592863	POLRMT
ENST00000592864	CACNA1A
ENST00000592867	U2AF2
ENST00000592870	PALM
ENST00000592871	LIN37
ENST00000592872	C19orf25
ENST00000592874	U2AF2
ENST00000592875	C18orf21
ENST00000592876	CLASRP
ENST00000592880	ZNF529-AS1
ENST00000592881	ZNF580
ENST00000592882	
ENST00000592883	RFX2
ENST00000592885	APOC1
ENST00000592888	MAP4K1
ENST00000592889	IGFLR1
ENST00000592890	
ENST00000592891	TMEM150B
ENST00000592892	TRMT1
ENST00000592893	
ENST00000592894	MPPE1
ENST00000592895	BTBD2
ENST00000592896	ZNF559
ENST00000592897	ASB16-AS1
ENST00000592899	SLC14A2-AS1
ENST00000592901	EML2
ENST00000592903	KANK2
ENST00000592904	ZNF266
ENST00000592905	ERCC1
ENST00000592907	USP36
ENST00000592908	
ENST00000592910	BLOC1S3
ENST00000592911	SMAD4
ENST00000592912	ZNF177
ENST00000592913	U2AF1L4
ENST00000592917	
ENST00000592918	TPTEP1
ENST00000592919	LINC00868
ENST00000592920	TNNT1
ENST00000592921	
ENST00000592922	ATP5SL
ENST00000592923	CNN1
ENST00000592928	RAD51D
ENST00000592929	
ENST00000592930	FHOD3
ENST00000592931	
ENST00000592935	SYT5
ENST00000592936	
ENST00000592937	GADD45B
ENST00000592939	TNRC6C-AS1
ENST00000592940	GPX4
ENST00000592942	TRIM47
ENST00000592943	MED16
ENST00000592944	ITGA2B
ENST00000592945	ICAM3
ENST00000592946	
ENST00000592947	FSTL3
ENST00000592948	LINC01304
ENST00000592949	ZNF444
ENST00000592950	TEX26-AS1
ENST00000592951	SEPT9
ENST00000592952	TMEM205
ENST00000592953	NLRP11
ENST00000592954	APOC4
ENST00000592955	TSPAN16
ENST00000592956	SYT5
ENST00000592957	TXNL4A
ENST00000592960	PKN1
ENST00000592962	POLR2I
ENST00000592965	MBD3
ENST00000592966	MRO
ENST00000592967	SPC24
ENST00000592970	ACLY
ENST00000592971	RAB8A
ENST00000592974	PLEKHH3
ENST00000592976	FAM210A
ENST00000592977	MPPE1
ENST00000592982	CEBPA-AS1
ENST00000592984	HSPB6
ENST00000592985	
ENST00000592988	AFMID
ENST00000592989	ATP5A1
ENST00000592991	LDLRAD4
ENST00000592992	FAM98C
ENST00000592993	PPP1R12C
ENST00000592995	APPBP2
ENST00000592996	CCDC106
ENST00000592997	GALK1
ENST00000593001	MPPE1
ENST00000593002	WBP2
ENST00000593003	ZNF426
ENST00000593004	BCAS3
ENST00000593007	RNMT
ENST00000593008	DDX39A
ENST00000593011	FLG-AS1
ENST00000593012	OAZ1
ENST00000593013	HDAC5
ENST00000593014	AP2B1
ENST00000593015	
ENST00000593017	RNASEH2A
ENST00000593019	RBFA
ENST00000593021	FARSA
ENST00000593024	UBXN6
ENST00000593025	RANBP3
ENST00000593027	TMEM147
ENST00000593029	UQCR11
ENST00000593030	PQLC1
ENST00000593031	HSH2D
ENST00000593032	GPX4
ENST00000593035	TPGS2
ENST00000593038	
ENST00000593039	
ENST00000593040	ZNF781
ENST00000593041	
ENST00000593043	GADD45B
ENST00000593044	TMC6
ENST00000593046	TNNT1
ENST00000593048	CIRBP
ENST00000593049	DNMT1
ENST00000593051	LINC00907
ENST00000593052	RPS15
ENST00000593053	PRKCSH
ENST00000593056	LINC01533
ENST00000593058	WDR7
ENST00000593062	EIF3K
ENST00000593063	
ENST00000593064	TCF3
ENST00000593065	
ENST00000593066	EIF3G
ENST00000593069	CCDC106
ENST00000593071	USP32
ENST00000593072	EFTUD2
ENST00000593073	ATXN7L3
ENST00000593074	CLIP3
ENST00000593075	TBCB
ENST00000593076	FBF1
ENST00000593077	ELOF1
ENST00000593079	RUNDC3A
ENST00000593081	C18orf8
ENST00000593082	
ENST00000593083	
ENST00000593085	PEPD
ENST00000593086	PSTPIP2
ENST00000593087	UBL5
ENST00000593089	TRIM47
ENST00000593090	CYP1B1-AS1
ENST00000593091	OLFM2
ENST00000593092	PRKACA
ENST00000593093	CIRBP
ENST00000593094	DCAKD
ENST00000593095	EIF3G
ENST00000593096	KRT19
ENST00000593097	HEATR6
ENST00000593098	PIK3C3
ENST00000593100	ZNF444
ENST00000593101	PRKCSH
ENST00000593103	RHBDF2
ENST00000593104	PRKCSH
ENST00000593105	ZNF286A
ENST00000593106	ZSCAN5A
ENST00000593109	ZNF582-AS1
ENST00000593110	TUBD1
ENST00000593111	PSME3
ENST00000593112	BECN1
ENST00000593114	RAD23A
ENST00000593115	G6PC3
ENST00000593116	
ENST00000593117	
ENST00000593118	
ENST00000593119	LONP1
ENST00000593120	ANKS3
ENST00000593122	
ENST00000593123	AARSD1
ENST00000593124	CDC37
ENST00000593126	STX10
ENST00000593127	GIPR
ENST00000593128	CIRBP
ENST00000593129	RTN2
ENST00000593130	ZNF24
ENST00000593131	C19orf66
ENST00000593132	SEC11C
ENST00000593133	ZNF571
ENST00000593135	KIF18B
ENST00000593136	RAVER1
ENST00000593137	
ENST00000593138	HEXIM2
ENST00000593139	
ENST00000593140	
ENST00000593142	ZNF260
ENST00000593143	HOOK2
ENST00000593144	FUT3
ENST00000593145	ZNF582
ENST00000593146	APC2
ENST00000593147	
ENST00000593148	EZH1
ENST00000593149	EIF3K
ENST00000593152	ATP5A1
ENST00000593153	ABCA5
ENST00000593156	
ENST00000593157	TRMT1
ENST00000593158	FLOT2
ENST00000593159	ZBTB7C
ENST00000593160	CACNA1A
ENST00000593162	C19orf52
ENST00000593163	PEPD
ENST00000593164	ZNF283
ENST00000593165	HAUS1
ENST00000593167	GRN
ENST00000593168	VMP1
ENST00000593169	
ENST00000593172	PALM
ENST00000593174	CCDC130
ENST00000593176	NLE1
ENST00000593177	
ENST00000593178	SIGLEC15
ENST00000593179	GFAP
ENST00000593181	MFSD11
ENST00000593184	COX6B2
ENST00000593185	IZUMO4
ENST00000593186	GMIP
ENST00000593187	RTN2
ENST00000593188	
ENST00000593189	SEPT9
ENST00000593191	ZNF653
ENST00000593194	TNNT1
ENST00000593195	ASXL3
ENST00000593196	MAP4K1
ENST00000593197	ZNF471
ENST00000593199	ILF3
ENST00000593200	EFTUD2
ENST00000593203	DNM2
ENST00000593205	BECN1
ENST00000593208	NLRP11
ENST00000593209	GHDC
ENST00000593210	C18orf21
ENST00000593211	
ENST00000593214	EZH1
ENST00000593215	HSD17B1
ENST00000593218	
ENST00000593219	STK11
ENST00000593223	SMAD4
ENST00000593224	MGRN1
ENST00000593225	PIGN
ENST00000593226	PPP1R13L
ENST00000593228	HEATR6
ENST00000593229	DUS3L
ENST00000593230	RNF165
ENST00000593231	ECSIT
ENST00000593232	ANKRD27
ENST00000593233	NDUFA11
ENST00000593234	LINC00907
ENST00000593235	ASXL3
ENST00000593236	LDLRAD4
ENST00000593238	JSRP1
ENST00000593239	TTC25
ENST00000593240	PPP1R37
ENST00000593241	RFX2
ENST00000593242	ZNF559-ZNF177
ENST00000593243	SPPL2B
ENST00000593244	NLRP11
ENST00000593245	MRI1
ENST00000593246	TEX26-AS1
ENST00000593248	LGI4
ENST00000593249	TBX4
ENST00000593250	CEP76
ENST00000593251	FAM134C
ENST00000593253	ABCA5
ENST00000593254	H3F3B
ENST00000593255	EML2
ENST00000593256	TMEM205
ENST00000593257	TRMT1
ENST00000593259	MBTD1
ENST00000593260	FAM198B
ENST00000593261	NEK8
ENST00000593262	RPL27
ENST00000593263	HSPBP1
ENST00000593264	UQCR11
ENST00000593267	CACNA1A
ENST00000593268	ZNF283
ENST00000593271	CELF4
ENST00000593272	LINC00237
ENST00000593273	RFXANK
ENST00000593274	C19orf53
ENST00000593276	CEP89
ENST00000593277	MIR7515HG
ENST00000593279	ZNF627
ENST00000593281	CCDC151
ENST00000593283	CIRBP
ENST00000593284	NAPA-AS1
ENST00000593286	CRLF1
ENST00000593287	C19orf48
ENST00000593293	HNRNPM
ENST00000593296	ZNF418
ENST00000593297	GTPBP3
ENST00000593298	CYP2B7P
ENST00000593300	HOTAIRM1
ENST00000593305	HPN
ENST00000593308	SPHK2
ENST00000593309	CGB7
ENST00000593316	LINC00907
ENST00000593317	MIA
ENST00000593321	PAQR9-AS1
ENST00000593322	RYR1
ENST00000593324	
ENST00000593326	
ENST00000593330	SOX2-OT
ENST00000593331	KANK3
ENST00000593336	
ENST00000593337	IRF3
ENST00000593338	PCBP3
ENST00000593341	ZNF91
ENST00000593342	DMKN
ENST00000593345	NOSIP
ENST00000593348	MAG
ENST00000593351	
ENST00000593353	NDUFB7
ENST00000593355	
ENST00000593358	
ENST00000593359	PPP5D1
ENST00000593360	HAUS8
ENST00000593361	DDX49
ENST00000593362	CCDC155
ENST00000593363	PRKD2
ENST00000593364	MAP2K2
ENST00000593367	NUMBL
ENST00000593368	
ENST00000593374	A1BG-AS1
ENST00000593379	ZNF613
ENST00000593380	C19orf44
ENST00000593381	FCGRT
ENST00000593383	SHD
ENST00000593385	FCHO1
ENST00000593387	
ENST00000593393	
ENST00000593394	TDGF1P7
ENST00000593395	ZNF613
ENST00000593396	PLAUR
ENST00000593397	EGLN2
ENST00000593400	DHPS
ENST00000593402	CYP4F23P
ENST00000593404	SMIM7
ENST00000593405	DARS-AS1
