Geneid	Eff_Size	percentage_gc_content
ENSMUSG00000073925	2051	46.49
ENSMUSG00000073926	2091	46.37
ENSMUSG00000073927	2121	44.77
ENSMUSG00000073928	1883	46.92
ENSMUSG00000073929	4292	38.74
ENSMUSG00000073931	1877	49.52
ENSMUSG00000073932	1877	49.41
ENSMUSG00000073937	1877	48.56
ENSMUSG00000073938	1907	52.73
ENSMUSG00000073940	2175	45.69
ENSMUSG00000073943	1931	42.13
ENSMUSG00000073944	1925	40.71
ENSMUSG00000073945	1913	42.11
ENSMUSG00000073946	1913	43.57
ENSMUSG00000073947	1883	44.59
ENSMUSG00000073948	1901	44.79
ENSMUSG00000073949	1919	44.58
ENSMUSG00000073950	1895	45.78
ENSMUSG00000073951	1919	44.17
ENSMUSG00000073952	1919	43.12
ENSMUSG00000073953	1877	43.77
ENSMUSG00000073954	1871	45.41
ENSMUSG00000073955	1967	45.63
ENSMUSG00000073956	3880	38.96
ENSMUSG00000073959	1919	46.88
ENSMUSG00000073960	1919	42.92
ENSMUSG00000073961	1919	47.29
ENSMUSG00000073962	11006	37.25
ENSMUSG00000073963	1913	44.83
ENSMUSG00000073964	2089	43.83
ENSMUSG00000073965	1883	46.71
ENSMUSG00000073966	2141	44.16
ENSMUSG00000073967	2113	49.2
ENSMUSG00000073968	12135	45.2
ENSMUSG00000073969	2045	47.31
ENSMUSG00000073970	1895	46.94
ENSMUSG00000073971	1907	50.94
ENSMUSG00000073972	1961	47.4
ENSMUSG00000073973	1907	48.85
ENSMUSG00000073974	2157	53.38
ENSMUSG00000073975	2075	54.53
ENSMUSG00000073976	46286	39.5
ENSMUSG00000073977	1901	51.1
ENSMUSG00000073978	1868	47.16
ENSMUSG00000073979	1879	46.91
ENSMUSG00000073980	2762	53.91
ENSMUSG00000073982	12356	50.28
ENSMUSG00000073985	1221	62.97
ENSMUSG00000073987	26663	39.75
ENSMUSG00000073988	26335	39.96
ENSMUSG00000073991	263403	36.91
ENSMUSG00000073995	3411	43.32
ENSMUSG00000073997	1933	55.02
ENSMUSG00000073998	1901	53.73
ENSMUSG00000074001	8667	56.69
ENSMUSG00000074003	40600	50.04
ENSMUSG00000074004	9432	49.14
ENSMUSG00000074006	4286	57.04
ENSMUSG00000074011	4451	43.87
ENSMUSG00000074024	14605	38.37
ENSMUSG00000074026	329	60
ENSMUSG00000074028	18083	49.15
ENSMUSG00000074029	5017	45.8
ENSMUSG00000074030	14811	49.93
ENSMUSG00000074034	1763	57.82
ENSMUSG00000074037	7275	53.63
ENSMUSG00000074039	12671	48.09
ENSMUSG00000074052	14666	51.79
ENSMUSG00000074059	27485	42.39
ENSMUSG00000074060	17155	42.97
ENSMUSG00000074061	22708	41.76
ENSMUSG00000074062	18625	42.32
ENSMUSG00000074063	14806	54.5
ENSMUSG00000074064	19192	52.2
ENSMUSG00000074065	2344	50.13
ENSMUSG00000074067	40568	45.67
ENSMUSG00000074071	92327	45.95
ENSMUSG00000074072	2667	45.51
ENSMUSG00000074088	33881	45.16
ENSMUSG00000074092	527	52.65
ENSMUSG00000074093	11906	41.22
ENSMUSG00000074102	13021	56.4
ENSMUSG00000074108	1289	50.08
ENSMUSG00000074109	25437	39.43
ENSMUSG00000074111	19097	41.77
ENSMUSG00000074113	18724	47.39
ENSMUSG00000074115	3086	53.83
ENSMUSG00000074121	5445	57.66
ENSMUSG00000074123	3007	48.4
ENSMUSG00000074127	13217	43.22
ENSMUSG00000074128	7298	48.82
ENSMUSG00000074129	6214	52.37
ENSMUSG00000074136	18722	46.1
ENSMUSG00000074139	50473	37.99
ENSMUSG00000074141	28519	50.93
ENSMUSG00000074146	68452	40.32
ENSMUSG00000074149	89099	40.58
ENSMUSG00000074151	62155	49.15
ENSMUSG00000074155	10449	48.18
ENSMUSG00000074156	12957	39.65
ENSMUSG00000074158	38057	39.88
ENSMUSG00000074164	63958	39.28
ENSMUSG00000074165	22677	40.7
ENSMUSG00000074166	24421	40.18
ENSMUSG00000074170	12603	51.37
ENSMUSG00000074171	953	75.68
ENSMUSG00000074178	1809	70.39
ENSMUSG00000074179	16676	45.88
ENSMUSG00000074182	31247	43.98
ENSMUSG00000074183	12984	45.91
ENSMUSG00000074184	575	47.22
ENSMUSG00000074194	11577	44.92
ENSMUSG00000074195	24605	39.51
ENSMUSG00000074196	37222	40.76
ENSMUSG00000074199	3880	50.81
ENSMUSG00000074203	4558	56.67
ENSMUSG00000074206	21357	42.5
ENSMUSG00000074207	31940	41.02
ENSMUSG00000074210	3465	53.55
ENSMUSG00000074211	4979	50.76
ENSMUSG00000074212	64623	42.33
ENSMUSG00000074213	3219	64.1
ENSMUSG00000074215	3153	48.32
ENSMUSG00000074217	3362	61.28
ENSMUSG00000074218	2298	53.07
ENSMUSG00000074219	25674	48.14
ENSMUSG00000074220	15021	45.45
ENSMUSG00000074221	51510	44.82
ENSMUSG00000074224	23162	48.66
ENSMUSG00000074227	27048	47.93
ENSMUSG00000074228	2179	62.75
ENSMUSG00000074232	4071	42.58
ENSMUSG00000074235	299433	39.05
ENSMUSG00000074236	2639	53.86
ENSMUSG00000074237	3937	41.7
ENSMUSG00000074238	39279	43.81
ENSMUSG00000074240	9148	47.71
ENSMUSG00000074243	1217	52.38
ENSMUSG00000074247	9745	55.42
ENSMUSG00000074248	13348	45.03
ENSMUSG00000074250	27870	49.67
ENSMUSG00000074252	3265	55.36
ENSMUSG00000074254	9636	46.19
ENSMUSG00000074256	2793	55.33
ENSMUSG00000074259	44868	48.18
ENSMUSG00000074261	2182	54.28
ENSMUSG00000074264	54435	36.04
ENSMUSG00000074268	15632	35.22
ENSMUSG00000074269	92391	43.95
ENSMUSG00000074272	19632	46.13
ENSMUSG00000074274	5241	57.06
ENSMUSG00000074277	20807	51.78
ENSMUSG00000074280	1341	49.33
ENSMUSG00000074281	6903	46.72
ENSMUSG00000074282	18472	47.89
ENSMUSG00000074283	11923	47.64
ENSMUSG00000074284	16802	43.54
ENSMUSG00000074289	1943	40.95
ENSMUSG00000074291	1859	40.97
ENSMUSG00000074292	14103	40.66
ENSMUSG00000074300	45457	42.36
ENSMUSG00000074302	2513	44.2
ENSMUSG00000074305	229292	40.28
ENSMUSG00000074311	30176	41.46
ENSMUSG00000074322	1787	42.51
ENSMUSG00000074336	3860	50.57
ENSMUSG00000074340	17273	44.18
ENSMUSG00000074342	11171	45.66
ENSMUSG00000074343	33833	45.13
ENSMUSG00000074344	55435	45.32
ENSMUSG00000074345	45030	41.85
ENSMUSG00000074346	12713	48.65
ENSMUSG00000074354	45719	42.5
ENSMUSG00000074355	6441	56.47
ENSMUSG00000074357	3329	53.57
ENSMUSG00000074358	21654	51.2
ENSMUSG00000074359	12337	47.77
ENSMUSG00000074361	13130	47.19
ENSMUSG00000074364	25690	51.75
ENSMUSG00000074365	24359	43.82
ENSMUSG00000074366	11805	39.14
ENSMUSG00000074369	11470	39.81
ENSMUSG00000074373	1610	58.75
ENSMUSG00000074375	56604	38.76
ENSMUSG00000074377	80913	39.38
ENSMUSG00000074378	23430	39.21
ENSMUSG00000074384	3913	43.43
ENSMUSG00000074385	30633	49.05
ENSMUSG00000074388	37736	44.95
ENSMUSG00000074397	8300	48.52
ENSMUSG00000074398	12712	47.09
ENSMUSG00000074401	2877	44.75
ENSMUSG00000074402	2567	44.78
ENSMUSG00000074403	975	67.21
ENSMUSG00000074404	18414	38.68
ENSMUSG00000074405	20265	52.3
ENSMUSG00000074406	10309	57.57
ENSMUSG00000074412	863	49.31
ENSMUSG00000074415	254030	42.32
ENSMUSG00000074417	16006	45.49
ENSMUSG00000074418	9162	46.48
ENSMUSG00000074419	11082	46.64
ENSMUSG00000074420	10526	45.42
ENSMUSG00000074424	6108	40.45
ENSMUSG00000074433	1827	50.61
ENSMUSG00000074434	1320	41.71
ENSMUSG00000074435	6043	43.21
ENSMUSG00000074436	1306	41.67
ENSMUSG00000074437	1641	43.21
ENSMUSG00000074439	1312	41.3
ENSMUSG00000074440	1378	44.27
ENSMUSG00000074441	1187	44.71
ENSMUSG00000074442	1312	42.95
ENSMUSG00000074443	1391	43.78
ENSMUSG00000074444	1354	43.16
ENSMUSG00000074445	8871	40.02
ENSMUSG00000074446	1380	43.4
ENSMUSG00000074447	1389	44.14
ENSMUSG00000074448	11914	41.16
ENSMUSG00000074449	28068	38.93
ENSMUSG00000074452	124754	40.47
ENSMUSG00000074454	5478	42.73
ENSMUSG00000074457	7514	53.53
ENSMUSG00000074461	4259	47.98
ENSMUSG00000074465	77958	42.17
ENSMUSG00000074466	8598	55.6
ENSMUSG00000074467	2537	48.98
ENSMUSG00000074469	15838	48.88
ENSMUSG00000074472	16913	45.21
ENSMUSG00000074473	3677	52.26
ENSMUSG00000074476	6193	51.43
ENSMUSG00000074479	1459	42.74
ENSMUSG00000074480	14779	53.52
ENSMUSG00000074482	1832	42.48
ENSMUSG00000074483	1581	53.84
ENSMUSG00000074485	599	44.67
ENSMUSG00000074486	1434	54.77
ENSMUSG00000074489	6756	49.13
ENSMUSG00000074491	16049	45.51
ENSMUSG00000074497	39847	46.68
ENSMUSG00000074500	26228	40.17
ENSMUSG00000074501	1689	50
ENSMUSG00000074502	9841	38.42
ENSMUSG00000074505	486482	41.05
ENSMUSG00000074506	921	45.12
ENSMUSG00000074507	8200	48.11
ENSMUSG00000074508	16376	44.79
ENSMUSG00000074513	89518	40.22
ENSMUSG00000074516	1307	55.96
ENSMUSG00000074517	7941	54.97
ENSMUSG00000074519	12883	40.99
ENSMUSG00000074521	10139	42.16
ENSMUSG00000074527	45170	42.49
ENSMUSG00000074529	23137	38.58
ENSMUSG00000074547	1223	52.12
ENSMUSG00000074553	671	44.64
ENSMUSG00000074555	59755	41.69
ENSMUSG00000074564	2225	34.68
ENSMUSG00000074569	10503	50.41
ENSMUSG00000074570	45297	49
ENSMUSG00000074575	26127	52.33
ENSMUSG00000074576	3945	62.24
ENSMUSG00000074577	34698	55.27
ENSMUSG00000074578	5857	46.84
ENSMUSG00000074579	172044	40.35
ENSMUSG00000074580	26559	43.06
ENSMUSG00000074582	101234	47.61
ENSMUSG00000074589	71986	39.14
ENSMUSG00000074591	39637	41.71
ENSMUSG00000074593	3216	48.23
ENSMUSG00000074594	7499	47.27
ENSMUSG00000074595	6795	51.81
ENSMUSG00000074596	4321	47.92
ENSMUSG00000074603	2749	48.73
ENSMUSG00000074604	26020	46.59
ENSMUSG00000074607	124446	49
ENSMUSG00000074619	4695	44.12
ENSMUSG00000074620	2253	50.22
ENSMUSG00000074622	6725	55.55
ENSMUSG00000074623	24262	46.79
ENSMUSG00000074625	40172	48.98
ENSMUSG00000074627	75843	44.53
ENSMUSG00000074628	10068	51.68
ENSMUSG00000074629	2661	44.48
ENSMUSG00000074634	125946	47.83
ENSMUSG00000074635	2245	57.88
ENSMUSG00000074637	4113	50.46
ENSMUSG00000074639	12108	46.3
ENSMUSG00000074643	44630	43.27
ENSMUSG00000074646	39692	48.54
ENSMUSG00000074647	11278	51.94
ENSMUSG00000074649	3311	57.98
ENSMUSG00000074650	5885	44.99
ENSMUSG00000074651	8880	50.47
ENSMUSG00000074652	29729	54.75
ENSMUSG00000074653	26315	44.01
ENSMUSG00000074655	36227	36.39
ENSMUSG00000074656	28280	38.63
ENSMUSG00000074657	43977	50.74
ENSMUSG00000074664	3972	52.87
ENSMUSG00000074665	29016	49.76
ENSMUSG00000074671	6143	52.18
ENSMUSG00000074673	49488	48.16
ENSMUSG00000074676	2621	59.19
ENSMUSG00000074677	57065	38.1
ENSMUSG00000074678	990	46.42
ENSMUSG00000074679	3589	49.45
ENSMUSG00000074680	4455	42.8
ENSMUSG00000074681	6189	47.22
ENSMUSG00000074682	6145	56.72
ENSMUSG00000074695	6215	43.09
ENSMUSG00000074698	62102	41.52
ENSMUSG00000074704	24788	36.34
ENSMUSG00000074715	34270	42.35
ENSMUSG00000074731	16834	40.02
ENSMUSG00000074733	93503	42.31
ENSMUSG00000074734	4507	45.3
ENSMUSG00000074735	2063	37.9
ENSMUSG00000074736	177644	41.9
ENSMUSG00000074737	1379	70.87
ENSMUSG00000074738	4279	62.9
ENSMUSG00000074739	3011	52.19
ENSMUSG00000074743	7445	51.36
ENSMUSG00000074746	56772	38.87
ENSMUSG00000074748	7143	46.67
ENSMUSG00000074749	116511	41
ENSMUSG00000074753	4947	43.27
ENSMUSG00000074754	1783	43.72
ENSMUSG00000074758	17883	47.46
ENSMUSG00000074763	9322	42.35
ENSMUSG00000074764	162590	40.68
ENSMUSG00000074766	83368	41.73
ENSMUSG00000074768	26612	44.61
ENSMUSG00000074771	67366	38.93
ENSMUSG00000074776	629	33.02
ENSMUSG00000074780	886	50.33
ENSMUSG00000074781	34347	40.76
ENSMUSG00000074782	46122	41.3
ENSMUSG00000074783	57101	44.35
ENSMUSG00000074785	161548	45.18
ENSMUSG00000074793	22726	51.38
ENSMUSG00000074794	18910	39.81
ENSMUSG00000074796	18404	52.58
ENSMUSG00000074797	15967	47.58
ENSMUSG00000074800	724	54.55
ENSMUSG00000074802	41892	41.78
ENSMUSG00000074804	2639	50.91
ENSMUSG00000074805	8831	45.11
ENSMUSG00000074807	2265	53.13
ENSMUSG00000074811	5391	59.76
ENSMUSG00000074812	8728	46.84
ENSMUSG00000074813	235401	46.03
ENSMUSG00000074817	8477	41.61
ENSMUSG00000074818	23797	52.88
ENSMUSG00000074824	27689	41.75
ENSMUSG00000074825	8408	51.25
ENSMUSG00000074826	6596	39.58
ENSMUSG00000074829	24806	38.22
ENSMUSG00000074830	3371	35.79
ENSMUSG00000074832	26496	39.5
ENSMUSG00000074837	1511	37.09
ENSMUSG00000074841	1073	43.76
ENSMUSG00000074846	407	59.31
ENSMUSG00000074847	2490	56.06
ENSMUSG00000074849	8336	43.74
ENSMUSG00000074852	601143	39.94
ENSMUSG00000074862	17739	46.98
ENSMUSG00000074863	29792	38.56
ENSMUSG00000074865	4463	36.22
ENSMUSG00000074867	46074	41.01
ENSMUSG00000074868	1487	47.45
ENSMUSG00000074870	6937	37.58
ENSMUSG00000074871	6599	38.53
ENSMUSG00000074872	12175	38.73
ENSMUSG00000074873	5591	45.06
ENSMUSG00000074874	3243	41.92
ENSMUSG00000074876	3852	56.24
ENSMUSG00000074877	573	41.52
ENSMUSG00000074881	4681	47.59
ENSMUSG00000074882	53944	37.26
ENSMUSG00000074884	14573	50.42
ENSMUSG00000074885	3297	47.93
ENSMUSG00000074886	18832	53.57
ENSMUSG00000074887	13613	39.64
ENSMUSG00000074890	15696	44.75
ENSMUSG00000074892	90217	44.59
ENSMUSG00000074895	6716	52.6
ENSMUSG00000074896	6945	43.18
ENSMUSG00000074899	49907	53.78
ENSMUSG00000074903	1346	46.89
ENSMUSG00000074909	9149	41.07
ENSMUSG00000074912	6061	57.61
ENSMUSG00000074913	3324	45.3
ENSMUSG00000074916	4179	56.32
ENSMUSG00000074918	6105	55.58
ENSMUSG00000074919	11767	48.92
ENSMUSG00000074922	1709	59.42
ENSMUSG00000074923	39928	51.32
ENSMUSG00000074925	35793	41.73
ENSMUSG00000074928	8366	38.05
ENSMUSG00000074930	893	53.02
ENSMUSG00000074934	16630	43.58
ENSMUSG00000074939	3197	51.72
ENSMUSG00000074943	1889	40.85
ENSMUSG00000074945	1877	41.21
ENSMUSG00000074946	1873	40.72
ENSMUSG00000074947	1907	40.15
ENSMUSG00000074951	1925	41.64
ENSMUSG00000074952	5586	35.55
ENSMUSG00000074955	1877	39.94
ENSMUSG00000074965	1872	40.58
ENSMUSG00000074966	1958	40
ENSMUSG00000074968	302940	37.13
ENSMUSG00000074970	415	38.76
ENSMUSG00000074971	4533	45.83
ENSMUSG00000074973	335	46.43
ENSMUSG00000074978	815	51.96
ENSMUSG00000074981	410978	39.21
ENSMUSG00000074985	1845	41.84
ENSMUSG00000074987	54155	44.25
ENSMUSG00000074991	56213	41.09
ENSMUSG00000074994	70874	40.2
ENSMUSG00000074995	1853	41.96
ENSMUSG00000074996	1857	41.96
ENSMUSG00000074997	3625	47.19
ENSMUSG00000074999	4443	44.15
ENSMUSG00000075000	20476	43.72
ENSMUSG00000075002	3994	41.15
ENSMUSG00000075006	815	51.39
ENSMUSG00000075010	3719	44.68
ENSMUSG00000075012	6267	60.53
ENSMUSG00000075014	1414	35.63
ENSMUSG00000075015	2350	36.33
ENSMUSG00000075020	14109	45.47
ENSMUSG00000075023	16597	48.35
ENSMUSG00000075024	6276	49.26
ENSMUSG00000075025	20315	50.87
ENSMUSG00000075027	20334	53.33
ENSMUSG00000075028	98060	51.43
ENSMUSG00000075029	2516	44.43
ENSMUSG00000075031	903	57.96
ENSMUSG00000075033	61756	42.85
ENSMUSG00000075036	799	50.62
ENSMUSG00000075040	10130	52.57
ENSMUSG00000075042	10327	43.18
ENSMUSG00000075044	61007	38.74
ENSMUSG00000075045	3707	52.27
ENSMUSG00000075046	4718	54.76
ENSMUSG00000075053	2611	43.95
ENSMUSG00000075054	10147	40.21
ENSMUSG00000075061	1853	46.39
ENSMUSG00000075062	1835	44.99
ENSMUSG00000075063	1835	45.32
ENSMUSG00000075064	3988	42.96
ENSMUSG00000075065	1829	46.56
ENSMUSG00000075066	1853	44.77
ENSMUSG00000075067	1859	45.81
ENSMUSG00000075068	13595	38.86
ENSMUSG00000075069	1853	47.03
ENSMUSG00000075070	155151	39.72
ENSMUSG00000075072	1811	45.14
ENSMUSG00000075073	7256	36.03
ENSMUSG00000075074	5884	33.18
ENSMUSG00000075075	1913	41.59
ENSMUSG00000075078	6585	33.53
ENSMUSG00000075079	1913	42.11
ENSMUSG00000075081	6642	33.88
ENSMUSG00000075084	4758	34.34
ENSMUSG00000075085	6223	34.47
ENSMUSG00000075086	1889	39.68
ENSMUSG00000075088	1835	41.29
ENSMUSG00000075089	1895	43.14
ENSMUSG00000075090	3772	34.37
ENSMUSG00000075091	1835	42.16
ENSMUSG00000075092	1871	41.88
ENSMUSG00000075093	1883	45.33
ENSMUSG00000075094	1835	43.25
ENSMUSG00000075095	7700	33.39
ENSMUSG00000075097	1865	42.12
ENSMUSG00000075099	1871	40.06
ENSMUSG00000075100	1871	39.42
ENSMUSG00000075101	1875	41.26
ENSMUSG00000075102	1871	40.06
ENSMUSG00000075104	1871	41.56
ENSMUSG00000075105	1871	41.24
ENSMUSG00000075107	1871	41.56
ENSMUSG00000075110	1871	40.38
ENSMUSG00000075111	8992	33.65
ENSMUSG00000075112	1871	42.09
ENSMUSG00000075113	1865	42.66
ENSMUSG00000075114	1853	42.83
ENSMUSG00000075115	2021	43.13
ENSMUSG00000075116	4957	31.74
ENSMUSG00000075117	1853	42.39
ENSMUSG00000075119	1889	43.39
ENSMUSG00000075120	1889	42.75
ENSMUSG00000075121	1853	42.18
ENSMUSG00000075122	29701	44.95
ENSMUSG00000075124	1835	41.72
ENSMUSG00000075125	1871	41.24
ENSMUSG00000075126	1859	38.6
ENSMUSG00000075127	1847	42.21
ENSMUSG00000075128	1871	40.38
ENSMUSG00000075132	1877	41.64
ENSMUSG00000075133	1901	40.69
ENSMUSG00000075136	1961	40.77
ENSMUSG00000075137	1901	42.59
ENSMUSG00000075139	2459	38.75
ENSMUSG00000075140	1883	41.72
ENSMUSG00000075141	1919	38.12
ENSMUSG00000075142	1913	41.48
ENSMUSG00000075143	1877	45.26
ENSMUSG00000075144	1943	40.12
ENSMUSG00000075145	1889	42.65
ENSMUSG00000075146	1865	38.26
ENSMUSG00000075148	1871	37.61
ENSMUSG00000075149	1871	38.68
ENSMUSG00000075150	1865	41.8
ENSMUSG00000075151	1865	39.44
ENSMUSG00000075153	1865	41.05
ENSMUSG00000075154	1877	43.13
ENSMUSG00000075155	1883	43.21
ENSMUSG00000075156	1871	43.59
ENSMUSG00000075158	1877	39.72
ENSMUSG00000075159	1877	41
ENSMUSG00000075160	1877	40.47
ENSMUSG00000075161	1877	40.89
ENSMUSG00000075162	1093	66.42
ENSMUSG00000075163	1877	41.85
ENSMUSG00000075164	1877	39.4
ENSMUSG00000075165	1877	41.11
ENSMUSG00000075166	1865	41.59
ENSMUSG00000075167	1865	39.12
ENSMUSG00000075168	1877	38.45
ENSMUSG00000075169	3119	32.99
ENSMUSG00000075170	3160	32.4
ENSMUSG00000075171	1853	38.62
ENSMUSG00000075172	1883	40.45
ENSMUSG00000075173	1871	38.89
ENSMUSG00000075174	1883	40.23
ENSMUSG00000075175	1865	40.94
ENSMUSG00000075176	1883	37.37
ENSMUSG00000075177	1883	38.32
ENSMUSG00000075178	1883	38.54
ENSMUSG00000075179	5650	33.07
ENSMUSG00000075180	1937	37.56
ENSMUSG00000075181	1883	37.69
ENSMUSG00000075182	1883	39.7
ENSMUSG00000075184	39324	43.84
ENSMUSG00000075185	1883	38
ENSMUSG00000075186	1901	38.59
ENSMUSG00000075187	1895	43.88
ENSMUSG00000075188	1883	39.7
ENSMUSG00000075189	2081	40.15
ENSMUSG00000075190	1877	38.76
ENSMUSG00000075192	1883	40.13
ENSMUSG00000075193	1853	40.78
ENSMUSG00000075194	1853	40.24
ENSMUSG00000075195	1925	39.46
ENSMUSG00000075196	1919	39.9
ENSMUSG00000075197	1901	40.8
ENSMUSG00000075198	1895	44.73
ENSMUSG00000075199	1919	42.5
ENSMUSG00000075200	1889	44.55
ENSMUSG00000075201	1889	41.48
ENSMUSG00000075202	1883	43.52
ENSMUSG00000075203	1883	41.61
ENSMUSG00000075204	1919	42.4
ENSMUSG00000075205	1931	41.82
ENSMUSG00000075206	1967	43.5
ENSMUSG00000075208	1865	44.91
ENSMUSG00000075209	1859	41.61
ENSMUSG00000075210	1871	44.34
ENSMUSG00000075211	5525	35.8
ENSMUSG00000075212	1913	42.01
ENSMUSG00000075214	1913	41.48
ENSMUSG00000075215	1889	41.48
ENSMUSG00000075217	37702	37.61
ENSMUSG00000075218	2225	40.52
ENSMUSG00000075219	1889	40.74
ENSMUSG00000075220	1889	41.06
ENSMUSG00000075221	1859	42.26
ENSMUSG00000075222	11412	35.86
ENSMUSG00000075223	9959	35.14
ENSMUSG00000075224	38445	43.6
ENSMUSG00000075225	176026	45.36
ENSMUSG00000075227	2561	65.18
ENSMUSG00000075228	183	34.04
ENSMUSG00000075229	21683	43.21
ENSMUSG00000075232	17936	44.74
ENSMUSG00000075245	983	47.97
ENSMUSG00000075249	86450	35.34
ENSMUSG00000075254	99742	46.67
ENSMUSG00000075256	131526	40.05
ENSMUSG00000075265	4366	53.45
ENSMUSG00000075266	6039	39.45
ENSMUSG00000075267	11444	41.68
ENSMUSG00000075268	1121	60.78
ENSMUSG00000075269	1527	44.63
ENSMUSG00000075270	354841	42.45
ENSMUSG00000075271	7441	42.54
ENSMUSG00000075272	4861	47.8
ENSMUSG00000075273	5473	46.07
ENSMUSG00000075276	965	49.07
ENSMUSG00000075277	16928	46.2
ENSMUSG00000075279	1159	50.86
ENSMUSG00000075284	106020	45.36
ENSMUSG00000075286	4162	44.09
ENSMUSG00000075288	695	44.83
ENSMUSG00000075289	15123	53.45
ENSMUSG00000075296	11458	52.35
ENSMUSG00000075297	131476	43.68
ENSMUSG00000075302	35013	42.03
ENSMUSG00000075304	4906	61.06
ENSMUSG00000075307	16639	42.46
ENSMUSG00000075312	749	53.87
ENSMUSG00000075314	11820	35.85
ENSMUSG00000075316	167654	37.48
ENSMUSG00000075318	159408	38.8
ENSMUSG00000075324	136500	38.52
ENSMUSG00000075325	13430	38.36
ENSMUSG00000075327	24372	48.59
ENSMUSG00000075330	8073	42.74
ENSMUSG00000075334	2919	56.16
ENSMUSG00000075335	19722	52.81
ENSMUSG00000075359	3701	40.14
ENSMUSG00000075370	5478	47.63
ENSMUSG00000075376	64522	36.65
ENSMUSG00000075377	1907	49.06
ENSMUSG00000075378	1937	44.79
ENSMUSG00000075379	1985	45.62
ENSMUSG00000075380	1865	42.77
ENSMUSG00000075382	1871	45.51
ENSMUSG00000075383	1865	44.91
ENSMUSG00000075384	1883	45.86
ENSMUSG00000075387	1883	46.82
ENSMUSG00000075389	7480	56.25
ENSMUSG00000075390	629	61.59
ENSMUSG00000075391	1109	48.65
ENSMUSG00000075394	20486	46.88
ENSMUSG00000075395	60946	38.72
ENSMUSG00000075402	10881	49.23
ENSMUSG00000075405	3001	51.9
ENSMUSG00000075408	6181	53.59
ENSMUSG00000075410	16389	53.2
ENSMUSG00000075415	125832	47.95
ENSMUSG00000075416	10104	55.56
ENSMUSG00000075419	4207	54.56
ENSMUSG00000075420	2881	51.37
ENSMUSG00000075425	5620	48.79
ENSMUSG00000075427	12098	44.12
ENSMUSG00000075431	1942	52.84
ENSMUSG00000075437	7147	46.59
ENSMUSG00000075463	28781	42.29
ENSMUSG00000075465	3071	51.24
ENSMUSG00000075467	6905	55.61
ENSMUSG00000075469	2413	43.08
ENSMUSG00000075470	9970	42.52
ENSMUSG00000075478	8497	48.84
ENSMUSG00000075480	617	54.69
ENSMUSG00000075485	737	40.92
ENSMUSG00000075486	8242	42.68
ENSMUSG00000075502	5963	46.78
ENSMUSG00000075510	3125	55.34
ENSMUSG00000075511	12189	45.49
ENSMUSG00000075512	4413	45.92
ENSMUSG00000075514	1797	62.08
ENSMUSG00000075517	1955	48.68
ENSMUSG00000075520	735814	37.4
ENSMUSG00000075524	12060	50.43
ENSMUSG00000075525	1239	69.45
ENSMUSG00000075528	13828	48.71
ENSMUSG00000075534	10522	44.35
ENSMUSG00000075538	5081	40.77
ENSMUSG00000075543	8222	49.94
ENSMUSG00000075549	11841	45.6
ENSMUSG00000075551	28147	41.13
ENSMUSG00000075552	28130	41.15
ENSMUSG00000075553	4311	48.61
ENSMUSG00000075555	63321	50.76
ENSMUSG00000075558	2495	49.79
ENSMUSG00000075566	1835	55.01
ENSMUSG00000075567	1185	63.58
ENSMUSG00000075569	55785	45.95
ENSMUSG00000075570	13084	43.19
ENSMUSG00000075571	17206	43.51
ENSMUSG00000075572	6725	44.11
ENSMUSG00000075573	3204	44.79
ENSMUSG00000075574	7431	40.79
ENSMUSG00000075576	14203	45.99
ENSMUSG00000075581	1499	49.73
ENSMUSG00000075585	11043	58.86
ENSMUSG00000075586	16863	46.22
ENSMUSG00000075587	1109	47.39
ENSMUSG00000075588	6975	52.58
ENSMUSG00000075589	6344	50.79
ENSMUSG00000075590	6913	54.36
ENSMUSG00000075591	26923	39.9
ENSMUSG00000075592	28135	50.86
ENSMUSG00000075593	11171	48.22
ENSMUSG00000075595	137886	46.33
ENSMUSG00000075596	6247	40.97
ENSMUSG00000075598	15673	43.02
ENSMUSG00000075599	16145	43.94
ENSMUSG00000075600	90843	49.86
ENSMUSG00000075602	4359	48.87
ENSMUSG00000075604	10683	49.9
ENSMUSG00000075605	4474	53.03
ENSMUSG00000075609	2555	59.78
ENSMUSG00000075610	7673	49.64
ENSMUSG00000075611	1162	50.63
ENSMUSG00000075700	19933	40.14
ENSMUSG00000075701	10954	46.39
ENSMUSG00000075702	4148	54.84
ENSMUSG00000075703	52981	42.65
ENSMUSG00000075704	56048	49.71
ENSMUSG00000075705	7394	50.35
ENSMUSG00000075706	10997	53.84
ENSMUSG00000075707	4059	57.83
ENSMUSG00000075719	341	43.86
ENSMUSG00000075726	157	40.51
ENSMUSG00000075760	213	40.19
ENSMUSG00000075770	153	51.95
ENSMUSG00000075826	213	42.06
ENSMUSG00000075829	319	48.75
ENSMUSG00000075832	213	41.12
ENSMUSG00000075833	213	44.86
ENSMUSG00000075837	281	42.55
ENSMUSG00000075864	213	44.86
ENSMUSG00000075874	237	55.46
ENSMUSG00000075893	213	41.12
ENSMUSG00000075903	213	42.06
ENSMUSG00000075906	213	42.99
ENSMUSG00000075908	209	39.05
ENSMUSG00000075918	237	57.98
ENSMUSG00000075934	211	37.74
ENSMUSG00000075952	213	38.32
ENSMUSG00000075958	211	37.74
ENSMUSG00000075968	157	43.04
