Geneid	Eff_Size	percentage_gc_content
ENSG00000244389	593	53.54
ENSG00000244390	1451	44.77
ENSG00000244391	613	49.84
ENSG00000244392	599	53.33
ENSG00000244395	16371	37
ENSG00000244398	641	46.73
ENSG00000244399	593	49.83
ENSG00000244400	1417	44.57
ENSG00000244402	583	51.71
ENSG00000244404	595	54.03
ENSG00000244405	69812	42.69
ENSG00000244411	2815	54.83
ENSG00000244413	905	43.71
ENSG00000244414	14629	33.72
ENSG00000244422	425	42.25
ENSG00000244425	595	54.7
ENSG00000244427	1561	38.67
ENSG00000244429	1195	36.29
ENSG00000244432	309	43.87
ENSG00000244436	607	52.63
ENSG00000244437	1052	50.74
ENSG00000244441	677	42.48
ENSG00000244451	573	44.25
ENSG00000244456	1968	44.63
ENSG00000244457	2607	51.69
ENSG00000244459	6770	61.92
ENSG00000244461	8498	35.13
ENSG00000244462	22733	39.8
ENSG00000244464	28061	37.54
ENSG00000244468	49422	39.71
ENSG00000244470	1675	42.84
ENSG00000244471	11146	40.21
ENSG00000244474	57043	43.82
ENSG00000244476	12485	46.97
ENSG00000244479	109576	42.22
ENSG00000244480	2785	50.32
ENSG00000244482	10287	55.42
ENSG00000244485	1137	58.52
ENSG00000244486	16878	63.24
ENSG00000244490	1129	39.12
ENSG00000244491	4501	57.68
ENSG00000244493	1150	41.26
ENSG00000244501	619	52.58
ENSG00000244502	3586	49.8
ENSG00000244503	2671	46.26
ENSG00000244509	9087	52.74
ENSG00000244510	7458	40.83
ENSG00000244512	595	50.67
ENSG00000244513	46427	36.57
ENSG00000244514	587	54.76
ENSG00000244515	2539	55.91
ENSG00000244521	587	48.98
ENSG00000244527	959	44.17
ENSG00000244528	365	39.34
ENSG00000244532	615	58.77
ENSG00000244534	551	55.07
ENSG00000244535	693	41.5
ENSG00000244537	1525	53.47
ENSG00000244538	509	49.41
ENSG00000244540	655	43.29
ENSG00000244541	2299	40.21
ENSG00000244544	591	52.36
ENSG00000244545	2788	35.23
ENSG00000244550	8881	39.54
ENSG00000244551	649	53.54
ENSG00000244556	3277	43.93
ENSG00000244558	52355	49.42
ENSG00000244559	287	43.75
ENSG00000244560	16302	55.62
ENSG00000244561	2203	42.31
ENSG00000244563	697	50.43
ENSG00000244564	10166	43.04
ENSG00000244565	1122	45.73
ENSG00000244567	2741	38.45
ENSG00000244568	583	50.34
ENSG00000244571	1515	38.26
ENSG00000244573	9329	42.68
ENSG00000244575	887	48.02
ENSG00000244578	12720	53.86
ENSG00000244582	1003	44.02
ENSG00000244585	983	49.59
ENSG00000244586	1109	66.39
ENSG00000244588	73095	41.9
ENSG00000244593	1287	50.16
ENSG00000244604	693	53.03
ENSG00000244607	85556	48.72
ENSG00000244610	535	54.48
ENSG00000244615	4110	33.35
ENSG00000244617	4353	55.49
ENSG00000244618	557	53.76
ENSG00000244619	1044	48.19
ENSG00000244620	6978	63.07
ENSG00000244621	585	42.66
ENSG00000244623	2141	47.71
ENSG00000244624	549	45.09
ENSG00000244625	110287	46.44
ENSG00000244627	67018	43.54
ENSG00000244630	673	44.51
ENSG00000244632	591	50.68
ENSG00000244640	1301	51.31
ENSG00000244641	865	49.21
ENSG00000244642	589	56.27
ENSG00000244646	10335	35.3
ENSG00000244649	64281	43.47
ENSG00000244650	66299	34.86
ENSG00000244652	1113	35.37
ENSG00000244653	1627	46.07
ENSG00000244657	1576	41.24
ENSG00000244661	786	47.18
ENSG00000244662	959	42.92
ENSG00000244668	1315	50
ENSG00000244669	1535	37.63
ENSG00000244671	575	52.78
ENSG00000244674	1561	39.18
ENSG00000244675	8155	42.43
ENSG00000244676	17811	37.93
ENSG00000244677	583	48.97
ENSG00000244681	31479	34.88
ENSG00000244682	27903	44.62
ENSG00000244687	39653	44.49
ENSG00000244691	1285	50.54
ENSG00000244692	541	51.66
ENSG00000244693	5175	41.81
ENSG00000244694	195838	36.75
ENSG00000244699	8120	44.87
ENSG00000244701	5199	40.81
ENSG00000244703	12939	41.32
ENSG00000244705	1875	52.88
ENSG00000244706	5035	34.17
ENSG00000244708	823	45.63
ENSG00000244710	597	54.85
ENSG00000244712	927	52.59
ENSG00000244716	1109	46.13
ENSG00000244717	507	46.85
ENSG00000244720	2376	38.86
ENSG00000244722	1737	50.63
ENSG00000244723	4758	54.29
ENSG00000244730	659	46.36
ENSG00000244731	27848	52.28
ENSG00000244732	591	51.69
ENSG00000244733	18942	32.43
ENSG00000244734	5110	37.64
ENSG00000244738	8658	42.5
ENSG00000244740	751	44.95
ENSG00000244743	631	45.25
ENSG00000244748	583	49.66
ENSG00000244752	13233	49.13
ENSG00000244753	1494	46.12
ENSG00000244754	123428	39.02
ENSG00000244756	575	48.61
ENSG00000244757	30799	40.83
ENSG00000244791	5462	38.58
ENSG00000244879	34422	42.62
ENSG00000244921	1493	46.85
ENSG00000244926	13986	40.55
ENSG00000244932	13368	50.16
ENSG00000244945	9803	53.24
ENSG00000244952	2110	42.13
ENSG00000244953	5464	53.54
ENSG00000244968	119528	41.55
ENSG00000244998	4015	63.69
ENSG00000245008	59524	41.86
ENSG00000245017	20229	44.32
ENSG00000245025	37007	53.15
ENSG00000245059	2630	48.28
ENSG00000245060	7222	51.38
ENSG00000245067	97488	43.22
ENSG00000245080	9260	45.79
ENSG00000245105	5075	48.34
ENSG00000245112	2108	61.08
ENSG00000245146	39212	39.61
ENSG00000245148	6957	57.27
ENSG00000245149	19034	41.48
ENSG00000245156	11485	57.02
ENSG00000245164	34665	38.06
ENSG00000245205	2809	46.55
ENSG00000245213	41091	39.86
ENSG00000245248	149648	47.74
ENSG00000245261	11039	52.54
ENSG00000245275	118385	45.08
ENSG00000245281	13360	40.7
ENSG00000245293	118419	38.31
ENSG00000245311	57640	38.63
ENSG00000245317	3724	46.28
ENSG00000245322	246807	38.8
ENSG00000245330	9014	45.88
ENSG00000245384	209595	36.66
ENSG00000245385	1567	57.02
ENSG00000245466	35441	39.24
ENSG00000245468	12577	48.52
ENSG00000245479	6028	45.75
ENSG00000245482	26315	35.05
ENSG00000245498	38891	43.42
ENSG00000245522	7395	55.96
ENSG00000245526	189669	38.04
ENSG00000245532	45533	44.06
ENSG00000245534	153495	40.18
ENSG00000245552	88885	37.22
ENSG00000245556	19934	42.36
ENSG00000245571	15527	42.04
ENSG00000245573	195062	39.46
ENSG00000245598	18908	50.04
ENSG00000245614	55665	44.82
ENSG00000245648	37567	37.24
ENSG00000245651	30490	47.05
ENSG00000245662	116427	34.21
ENSG00000245667	1987	47.06
ENSG00000245680	44112	42.21
ENSG00000245685	162239	41.49
ENSG00000245688	5871	49.18
ENSG00000245694	12576	36.75
ENSG00000245711	1567	37.26
ENSG00000245719	6555	53.41
ENSG00000245729	125664	38.94
ENSG00000245748	19977	52.74
ENSG00000245750	111233	46.3
ENSG00000245768	377727	39.85
ENSG00000245812	20209	44.54
ENSG00000245832	840071	36.81
ENSG00000245848	5261	65.94
ENSG00000245849	10079	45.04
ENSG00000245857	51155	46.12
ENSG00000245864	47076	41.57
ENSG00000245869	3547	53.68
ENSG00000245870	8413	55.55
ENSG00000245888	25553	44.09
ENSG00000245904	51676	39.81
ENSG00000245910	5961	44.54
ENSG00000245928	26837	41.47
ENSG00000245937	149210	37.74
ENSG00000245954	5977	46.16
ENSG00000245958	102811	36.55
ENSG00000245970	4384	38.56
ENSG00000245975	4298	45.68
ENSG00000246016	3421	51
ENSG00000246022	32823	44.64
ENSG00000246067	37082	40.04
ENSG00000246082	5536	47.69
ENSG00000246084	124799	42.72
ENSG00000246089	6525	49.69
ENSG00000246090	219520	38.9
ENSG00000246095	2990	55.01
ENSG00000246100	11145	49.91
ENSG00000246115	705	48.73
ENSG00000246130	18026	48
ENSG00000246145	13754	41.12
ENSG00000246174	39647	47.55
ENSG00000246203	48024	45.18
ENSG00000246211	15500	42.22
ENSG00000246214	15717	47.66
ENSG00000246223	58364	43.13
ENSG00000246225	118434	36.33
ENSG00000246228	194664	40.99
ENSG00000246250	54313	40.13
ENSG00000246263	16294	40.11
ENSG00000246273	57004	44.08
ENSG00000246283	6219	39.46
ENSG00000246308	15969	39.66
ENSG00000246316	180121	37
ENSG00000246323	5745	47.18
ENSG00000246331	27217	38.63
ENSG00000246334	10897	58.75
ENSG00000246339	9527	48.13
ENSG00000246350	7243	43.62
ENSG00000246363	11939	36.48
ENSG00000246366	60152	39.33
ENSG00000246375	48133	41.28
ENSG00000246379	102128	38.46
ENSG00000246394	8134	41.02
ENSG00000246422	9432	38.13
ENSG00000246430	66417	41.77
ENSG00000246448	165381	37.38
ENSG00000246451	3057	46.8
ENSG00000246465	9660	49.16
ENSG00000246477	15426	38.67
ENSG00000246523	46733	42.06
ENSG00000246526	4892	55.99
ENSG00000246528	22827	44.41
ENSG00000246541	90806	39.6
ENSG00000246548	31363	49.57
ENSG00000246560	16903	39.07
ENSG00000246575	2192	58.97
ENSG00000246582	8900	44.78
ENSG00000246596	54841	41.11
ENSG00000246627	17838	54.44
ENSG00000246640	7923	51.18
ENSG00000246662	489726	39.82
ENSG00000246695	24417	43.94
ENSG00000246705	6975	45.61
ENSG00000246731	5884	56.23
ENSG00000246740	28830	49.53
ENSG00000246763	6195	47.38
ENSG00000246774	15051	40.57
ENSG00000246777	5882	45.07
ENSG00000246790	8590	49.97
ENSG00000246792	13965	40.62
ENSG00000246820	13470	44.64
ENSG00000246851	7379	37.36
ENSG00000246859	233147	39.54
ENSG00000246863	9677	41.23
ENSG00000246876	49766	34.67
ENSG00000246877	14141	56.34
ENSG00000246889	29320	46.87
ENSG00000246898	5758	38.23
ENSG00000246922	30963	48.85
ENSG00000246982	51970	40.1
ENSG00000246985	33121	42.92
ENSG00000247011	11778	51.57
ENSG00000247033	3777	54.12
ENSG00000247049	6605	46.27
ENSG00000247077	15867	55.09
ENSG00000247081	145659	41.02
ENSG00000247092	4520	47.24
ENSG00000247095	5118	61.54
ENSG00000247121	124317	39.5
ENSG00000247130	3062	42.22
ENSG00000247131	27723	36.93
ENSG00000247134	49442	37.05
ENSG00000247137	12289	40.91
ENSG00000247151	32003	40.6
ENSG00000247157	46132	40.07
ENSG00000247193	31889	37.7
ENSG00000247199	117509	37.23
ENSG00000247213	61598	44.7
ENSG00000247228	19600	49.24
ENSG00000247240	21747	43.8
ENSG00000247271	50538	40.5
ENSG00000247287	29506	43.1
ENSG00000247311	26825	37.94
ENSG00000247315	6707	55.16
ENSG00000247317	40552	48.96
ENSG00000247324	6456	44.43
ENSG00000247345	24471	39.11
ENSG00000247363	16229	42.44
ENSG00000247372	17286	44.02
ENSG00000247373	17503	49.36
ENSG00000247381	89437	41.86
ENSG00000247400	31202	38.92
ENSG00000247402	953	49.73
ENSG00000247416	6156	53.01
ENSG00000247473	14934	47.09
ENSG00000247498	60335	42.93
ENSG00000247516	16691	40.34
ENSG00000247556	38420	41.46
ENSG00000247570	2585	46.21
ENSG00000247572	101360	41.97
ENSG00000247595	12408	42.17
ENSG00000247596	12474	59.9
ENSG00000247624	95173	37.18
ENSG00000247626	6037	48.39
ENSG00000247627	2753	44.3
ENSG00000247675	29598	44.9
ENSG00000247679	10252	45.07
ENSG00000247699	11972	50.96
ENSG00000247708	174914	45.62
ENSG00000247728	9745	41.21
ENSG00000247732	5725	43.55
ENSG00000247735	3859	47.76
ENSG00000247746	8993	42.6
ENSG00000247763	2723	50.51
ENSG00000247765	29173	39.24
ENSG00000247774	13650	42.57
ENSG00000247775	8560	42
ENSG00000247796	8478	40.87
ENSG00000247809	223384	40.51
ENSG00000247810	47687	36.39
ENSG00000247828	172229	37.29
ENSG00000247844	13353	39.1
ENSG00000247853	8313	47.32
ENSG00000247867	11696	50.67
ENSG00000247872	1311	50.3
ENSG00000247877	87221	34.87
ENSG00000247903	10545	39.3
ENSG00000247911	389	44.62
ENSG00000247925	86351	43.29
ENSG00000247934	30168	37.35
ENSG00000247950	88926	40.71
ENSG00000247970	22223	52.49
ENSG00000247982	11073	49.29
ENSG00000247993	1051	46.34
ENSG00000248008	7513	46.25
ENSG00000248015	7868	63.03
ENSG00000248019	24824	39.59
ENSG00000248027	5658	47.07
ENSG00000248029	3618	40.99
ENSG00000248049	385247	37.13
ENSG00000248050	7044	49.92
ENSG00000248079	314337	37.09
ENSG00000248092	38216	41.09
ENSG00000248098	36777	53.49
ENSG00000248099	5985	53.07
ENSG00000248100	8362	42.56
ENSG00000248101	6727	56.48
ENSG00000248103	2826	63.3
ENSG00000248104	4081	48.11
ENSG00000248105	601	51.16
ENSG00000248106	1423	31.32
ENSG00000248107	14839	37.26
ENSG00000248109	4250	32.32
ENSG00000248112	2488	39.56
ENSG00000248113	2535	44.48
ENSG00000248114	3735	44.05
ENSG00000248115	17278	42.94
ENSG00000248117	635	45.91
ENSG00000248118	122141	42.15
ENSG00000248120	517	34.75
ENSG00000248121	15754	37.46
ENSG00000248122	1193	44.22
ENSG00000248124	29557	41.35
ENSG00000248125	22330	39.43
ENSG00000248126	241	48.76
ENSG00000248127	2931	60.2
ENSG00000248128	593	46.46
ENSG00000248131	231377	35.21
ENSG00000248132	14984	37.29
ENSG00000248133	551	34.78
ENSG00000248134	523	41.6
ENSG00000248136	1043	38.51
ENSG00000248137	4678	40.3
ENSG00000248138	112487	40.21
ENSG00000248139	6772	39.8
ENSG00000248143	35598	34.71
ENSG00000248144	18395	35.6
ENSG00000248145	3975	33.22
ENSG00000248148	64268	34.18
ENSG00000248150	68840	41.62
ENSG00000248152	93548	37.21
ENSG00000248155	553	45.13
ENSG00000248156	365	45.9
ENSG00000248159	5513	44.99
ENSG00000248160	465	51.5
ENSG00000248161	32400	38.25
ENSG00000248162	2793	42.38
ENSG00000248165	41537	41.63
ENSG00000248167	19649	44.68
ENSG00000248170	773	37.56
ENSG00000248172	20541	44.56
ENSG00000248173	375985	34.48
ENSG00000248174	127397	36.76
ENSG00000248176	85220	34.25
ENSG00000248180	1989	51.66
ENSG00000248184	23536	40.04
ENSG00000248185	833	44.94
ENSG00000248187	4182	41.05
ENSG00000248188	773	39.02
ENSG00000248191	3471	55.93
ENSG00000248192	1295	38.73
ENSG00000248195	1569	23.82
ENSG00000248196	1781	50.39
ENSG00000248197	95653	37.61
ENSG00000248199	8474	43
ENSG00000248200	1445	43.43
ENSG00000248202	42104	36.52
ENSG00000248203	7956	34.88
ENSG00000248205	641	59.19
ENSG00000248206	1694	48.09
ENSG00000248208	2163	53.79
ENSG00000248209	647	45.37
ENSG00000248210	126348	36.91
ENSG00000248211	8571	46.24
ENSG00000248213	5625	61.11
ENSG00000248215	146989	36.06
ENSG00000248216	2339	41.97
ENSG00000248221	6121	41.2
ENSG00000248222	27895	43.22
ENSG00000248223	1856	49.6
ENSG00000248227	19345	40.72
ENSG00000248228	3268	36.09
ENSG00000248229	1045	42.07
ENSG00000248231	3904	52.22
ENSG00000248234	537	49.44
ENSG00000248235	14008	59.11
ENSG00000248236	823	39.81
ENSG00000248237	1163	36.08
ENSG00000248238	285300	35.95
ENSG00000248240	10548	45.83
ENSG00000248242	313494	36.33
ENSG00000248243	5584	50.43
ENSG00000248245	64791	42.4
ENSG00000248249	849	47.76
ENSG00000248254	4129	38.42
ENSG00000248256	8460	36.91
ENSG00000248257	18169	44.23
ENSG00000248259	587	36.73
ENSG00000248261	2820	41.39
ENSG00000248262	5444	42.09
ENSG00000248265	67922	48.04
ENSG00000248266	45816	36.47
ENSG00000248268	25615	36.84
ENSG00000248271	1111	53.42
ENSG00000248275	12411	49.04
ENSG00000248278	35020	48.32
ENSG00000248279	17032	39.3
ENSG00000248281	2357	47.73
ENSG00000248282	1645	42.65
ENSG00000248283	1937	48.61
ENSG00000248285	23369	39.58
ENSG00000248286	281	46.81
ENSG00000248287	493	45.34
ENSG00000248288	1764	46.11
ENSG00000248290	5896	64.21
ENSG00000248293	353	49.15
ENSG00000248294	40723	39.56
ENSG00000248295	3525	39.76
ENSG00000248296	44370	41.67
ENSG00000248300	29177	35.14
ENSG00000248302	2057	34.79
ENSG00000248305	1683	42.87
ENSG00000248307	105652	38.6
ENSG00000248308	1563	36.06
ENSG00000248309	588877	35.98
ENSG00000248311	30749	37.36
ENSG00000248313	1508	52.81
ENSG00000248315	569	35.79
ENSG00000248317	13610	42.28
ENSG00000248318	17552	40.37
ENSG00000248319	62506	42.58
ENSG00000248320	5135	39.01
ENSG00000248322	1488	45.68
ENSG00000248323	14277	42.16
ENSG00000248327	7057	40.61
ENSG00000248328	1029	40.97
ENSG00000248329	25050	37.94
ENSG00000248330	47243	33.03
ENSG00000248332	11356	53.01
ENSG00000248333	27596	51.91
ENSG00000248334	28278	39.62
ENSG00000248335	4315	41.59
ENSG00000248336	605	47.19
ENSG00000248337	541	43.91
ENSG00000248338	7339	34.69
ENSG00000248339	13741	31.99
ENSG00000248340	1531	58.68
ENSG00000248343	22524	36.56
ENSG00000248346	18820	38.49
ENSG00000248347	110763	41.39
ENSG00000248349	205	32.04
ENSG00000248350	421	40.28
ENSG00000248351	487	44.67
ENSG00000248355	960	38.51
ENSG00000248356	9033	40.68
ENSG00000248358	2037	44.48
ENSG00000248359	2180	38.4
ENSG00000248360	422799	39.48
ENSG00000248362	1585	26.48
ENSG00000248363	15632	32.42
ENSG00000248364	1979	48.79
ENSG00000248365	1081	42.7
ENSG00000248366	125	42.86
ENSG00000248367	2401	51.67
ENSG00000248369	11897	33.37
ENSG00000248370	1751	43.91
ENSG00000248371	87367	41.74
ENSG00000248373	213681	37.15
ENSG00000248374	7846	42.37
ENSG00000248375	1501	42.21
ENSG00000248376	1831	58.73
ENSG00000248377	595	48.66
ENSG00000248378	927	39.87
ENSG00000248383	92918	39.4
ENSG00000248385	12747	49.53
ENSG00000248387	1768	38.85
ENSG00000248388	36907	36.76
ENSG00000248391	16356	39.72
ENSG00000248393	897	36.08
ENSG00000248394	1631	62.38
ENSG00000248396	695	51.67
ENSG00000248397	14257	38.4
ENSG00000248399	547	51.22
ENSG00000248400	9359	43.81
ENSG00000248401	2055	57.39
ENSG00000248403	1243	45.18
ENSG00000248405	163815	52.76
ENSG00000248406	5770	41.02
ENSG00000248408	33817	36.4
ENSG00000248409	1697	67.54
ENSG00000248415	2009	52.04
ENSG00000248416	2328	65.91
ENSG00000248417	4699	34.5
ENSG00000248418	385	47.15
ENSG00000248419	799	44
ENSG00000248420	1359	39.12
ENSG00000248422	255	58.59
ENSG00000248423	1297	51.77
ENSG00000248424	1899	48.84
ENSG00000248425	4144	41.87
ENSG00000248426	557	59.14
ENSG00000248428	38645	38.09
ENSG00000248429	37764	38.86
ENSG00000248430	573	45.3
ENSG00000248431	2008	38.81
ENSG00000248432	5576	38.03
ENSG00000248434	31546	35.12
ENSG00000248439	603	53.64
ENSG00000248440	1797	28.49
ENSG00000248441	125022	38.77
ENSG00000248442	1867	45.82
ENSG00000248443	1637	39.44
ENSG00000248444	1907	45.91
ENSG00000248445	63558	39.5
ENSG00000248447	2767	40.9
ENSG00000248448	785	54.2
ENSG00000248449	5745	50.68
ENSG00000248452	3621	41.01
ENSG00000248455	38654	40.42
ENSG00000248456	11855	34.94
ENSG00000248457	119088	35.23
ENSG00000248458	12319	38.22
ENSG00000248459	811	51.23
ENSG00000248461	7808	39.53
ENSG00000248462	625	46.33
ENSG00000248464	27151	36.81
ENSG00000248466	1333	54.72
ENSG00000248467	18396	37.17
ENSG00000248468	3624	41.51
ENSG00000248469	13859	44.18
ENSG00000248471	533	51.69
ENSG00000248472	4275	57.53
ENSG00000248473	1217	58.12
ENSG00000248474	19725	42.06
ENSG00000248475	76215	39.03
ENSG00000248476	11081	43.74
ENSG00000248477	18023	44.45
ENSG00000248478	28844	36.22
ENSG00000248479	3736	32.1
ENSG00000248480	2889	40.71
ENSG00000248482	7410	52.17
ENSG00000248483	13663	40.69
ENSG00000248484	19465	52.03
ENSG00000248485	28147	45.82
ENSG00000248486	74960	37.33
ENSG00000248487	12151	54.78
ENSG00000248488	1441	45.77
ENSG00000248489	66320	39.81
ENSG00000248490	24289	34.69
ENSG00000248491	374755	37.02
ENSG00000248492	3557	41.66
ENSG00000248493	1571	41.73
ENSG00000248494	11978	43.77
ENSG00000248498	37117	39.4
ENSG00000248503	56582	39.27
ENSG00000248505	41152	39.31
ENSG00000248506	2741	50.91
ENSG00000248507	1845	35.86
ENSG00000248508	30971	49.25
ENSG00000248510	510586	35.33
ENSG00000248511	7519	33.3
ENSG00000248514	1215	60.53
ENSG00000248515	455145	36.53
ENSG00000248516	13636	49.18
ENSG00000248517	17100	47.43
ENSG00000248518	1290	45.27
ENSG00000248521	1995	55.01
ENSG00000248522	11261	60.74
ENSG00000248525	37501	38.37
ENSG00000248527	1361	43.91
ENSG00000248528	33118	35.7
ENSG00000248529	43431	42.48
ENSG00000248530	1465	65.21
ENSG00000248531	997	49.62
ENSG00000248532	419	67.62
ENSG00000248533	14049	37.63
ENSG00000248537	59597	39.53
ENSG00000248538	14718	43.5
ENSG00000248539	22046	42.51
ENSG00000248540	6601	56.18
ENSG00000248542	1195	53.01
ENSG00000248543	3261	36.03
ENSG00000248544	11287	43.57
ENSG00000248545	11168	47.67
ENSG00000248546	1409	48.37
ENSG00000248547	1111	39.93
ENSG00000248548	2723	37.15
ENSG00000248550	342112	39.51
ENSG00000248551	57657	35.96
ENSG00000248552	447	38.39
ENSG00000248553	1803	45.23
ENSG00000248554	11325	44.5
ENSG00000248555	132776	37.41
ENSG00000248557	1797	40
ENSG00000248559	2946	44.13
ENSG00000248560	3137	55.13
ENSG00000248564	973	63.24
ENSG00000248565	1855	55.93
ENSG00000248567	3258	38.19
ENSG00000248568	2439	56.64
ENSG00000248569	1871	50.75
ENSG00000248571	6110	38.82
ENSG00000248572	4346	39.03
ENSG00000248573	685	53.94
ENSG00000248574	2545	38.96
ENSG00000248576	5859	47.66
ENSG00000248577	1715	42.14
ENSG00000248578	1830	43.78
ENSG00000248583	3298	31.04
ENSG00000248585	3330	42.83
ENSG00000248586	4063	45.42
ENSG00000248587	39997	41.83
ENSG00000248588	18334	38.75
ENSG00000248590	5355	50.37
ENSG00000248591	765	41.78
ENSG00000248592	70712	48.77
ENSG00000248593	2209	46.24
ENSG00000248596	62039	46.34
ENSG00000248597	4035	50.42
ENSG00000248599	26145	46.45
ENSG00000248600	5333	37.71
ENSG00000248601	167104	35.4
ENSG00000248605	42346	32.77
ENSG00000248607	1684	56.74
ENSG00000248608	3357	63.25
ENSG00000248610	3839	41.77
ENSG00000248611	1555	46.53
ENSG00000248613	519	41.54
ENSG00000248616	1429	43.22
ENSG00000248618	481	63.07
ENSG00000248621	349	46.29
ENSG00000248624	8392	45.46
ENSG00000248625	1421	44.87
ENSG00000248626	2011	51.79
ENSG00000248627	5506	33.95
ENSG00000248629	1144	40.43
ENSG00000248632	2831	38.63
ENSG00000248633	667	47.6
ENSG00000248634	79313	37.81
ENSG00000248635	8648	34.11
ENSG00000248636	281105	43.2
ENSG00000248637	919	46.3
ENSG00000248639	2037	34.98
ENSG00000248640	1907	46.44
ENSG00000248641	647	58.33
ENSG00000248642	1921	44.85
ENSG00000248643	32420	47.43
ENSG00000248645	3014	46.79
ENSG00000248646	73715	40.6
ENSG00000248647	113559	45.02
ENSG00000248648	493	43.72
ENSG00000248651	967	41.94
ENSG00000248652	413	37.68
ENSG00000248654	1081	41.96
ENSG00000248656	8923	33.67
ENSG00000248659	947	64.35
ENSG00000248660	575	44.44
ENSG00000248663	131933	34.4
ENSG00000248664	24228	38.47
ENSG00000248667	847	38.68
ENSG00000248668	4276	48.87
ENSG00000248669	719	61.39
ENSG00000248671	27550	47.16
ENSG00000248672	138509	38.37
ENSG00000248673	168168	41.11
ENSG00000248674	403	38.12
ENSG00000248676	31473	36.64
ENSG00000248677	24750	40.59
ENSG00000248682	1534	53.99
ENSG00000248684	2605	49.04
ENSG00000248685	149842	34.79
ENSG00000248686	1846	37.05
ENSG00000248687	821	39.71
ENSG00000248690	7196	47.14
ENSG00000248692	94749	36.07
ENSG00000248693	41978	36.25
ENSG00000248694	1810	35.55
ENSG00000248696	739	43.24
ENSG00000248697	3723	49.79
ENSG00000248698	30426	39.77
ENSG00000248699	2221	55.45
ENSG00000248701	3077	35.48
ENSG00000248702	571	46.5
ENSG00000248703	3177	60.76
ENSG00000248704	2405	36.49
ENSG00000248705	3796	43.85
ENSG00000248708	20726	36.44
ENSG00000248709	1285	37.01
ENSG00000248710	225735	36.83
ENSG00000248711	4018	42.38
ENSG00000248712	9687	50.84
ENSG00000248713	28205	43.5
ENSG00000248714	9714	50.26
ENSG00000248715	417	55.98
ENSG00000248716	567	39.93
ENSG00000248717	2819	42.73
ENSG00000248719	7455	52.71
ENSG00000248720	1332	44.99
ENSG00000248722	1165	45.63
ENSG00000248724	157688	39.02
ENSG00000248725	1511	54.76
ENSG00000248727	25009	43.26
ENSG00000248729	1159	38.28
ENSG00000248730	10301	42.02
ENSG00000248733	16980	37.52
ENSG00000248734	2223	40.39
ENSG00000248735	3919	45.92
ENSG00000248736	3175	45.14
ENSG00000248738	14073	50.44
ENSG00000248739	2083	41.26
ENSG00000248740	198422	37.1
ENSG00000248744	42784	34.33
ENSG00000248745	1679	42.5
ENSG00000248746	20451	56.47
ENSG00000248747	39087	37.75
ENSG00000248748	3509	39.77
ENSG00000248749	9498	39.49
ENSG00000248750	889	31.69
ENSG00000248751	16301	59.12
ENSG00000248752	203548	38.28
ENSG00000248753	19687	51.93
ENSG00000248755	1467	51.63
ENSG00000248757	12741	36.49
ENSG00000248758	13983	37.81
ENSG00000248761	1439	44.17
ENSG00000248762	7936	41.81
ENSG00000248763	4043	32.37
ENSG00000248764	11994	36.92
ENSG00000248765	2265	41.31
ENSG00000248766	589	36.95
ENSG00000248767	3608	51.41
ENSG00000248769	2173	60.9
ENSG00000248770	413	37.68
ENSG00000248771	52921	38.66
ENSG00000248772	215	46.3
ENSG00000248773	904	33.4
ENSG00000248774	8009	35.99
ENSG00000248775	799	43.86
ENSG00000248777	1699	48.94
ENSG00000248778	2089	42.11
ENSG00000248779	13386	38.16
ENSG00000248780	1201	39.43
ENSG00000248781	2653	43.56
ENSG00000248783	21119	36.43
ENSG00000248785	563	43.62
ENSG00000248787	2694	45.41
ENSG00000248789	73715	33.09
ENSG00000248790	638	48.36
ENSG00000248791	2587	35.94
ENSG00000248792	13119	40.32
ENSG00000248794	539	44.44
ENSG00000248795	2475	55.98
ENSG00000248796	2344	61.89
ENSG00000248799	12883	39.81
ENSG00000248801	29697	40.02
ENSG00000248802	19005	44.01
ENSG00000248803	619	49.03
ENSG00000248807	1063	59.77
ENSG00000248809	14715	41.99
ENSG00000248810	16918	37.68
ENSG00000248813	989	42.02
ENSG00000248816	10658	38.5
ENSG00000248817	3151	54.89
ENSG00000248820	527	43.94
ENSG00000248821	1057	57.19
ENSG00000248822	573	52.96
ENSG00000248824	1449	34.76
ENSG00000248826	1685	46.26
ENSG00000248827	4313	41.49
ENSG00000248828	173556	37.73
ENSG00000248830	4640	36.67
ENSG00000248831	1731	42.26
ENSG00000248834	1267	58.36
ENSG00000248837	61486	36.11
ENSG00000248838	1507	47.75
ENSG00000248839	3152	47.96
ENSG00000248840	1093	48.81
ENSG00000248842	6690	44.05
ENSG00000248843	1571	56.36
ENSG00000248844	11136	46.8
ENSG00000248846	3797	47.71
ENSG00000248847	1447	43.09
ENSG00000248848	2723	44.2
ENSG00000248850	2235	61.63
ENSG00000248851	1423	48.74
ENSG00000248853	2375	44.39
ENSG00000248854	2449	46.37
ENSG00000248858	187831	35.87
ENSG00000248859	1226	66.42
ENSG00000248861	1189	58.15
ENSG00000248863	5825	42.39
ENSG00000248864	3632	33.38
ENSG00000248866	3310	49.93
ENSG00000248867	1117	41.54
ENSG00000248869	418012	35.06
ENSG00000248870	1271	40.88
ENSG00000248871	14318	54.62
