#	"-B"
Geneid	Length
ENSMUSG00000051182.4	927
ENSMUSG00000073924.2	991
ENSMUSG00000073923.2	961
ENSMUSG00000070421.3	2912
ENSMUSG00000082084.1	957
ENSMUSG00000073922.1	969
ENSMUSG00000081694.1	375
ENSMUSG00000073920.2	964
ENSMUSG00000073919.1	957
ENSMUSG00000051885.5	966
ENSMUSG00000043073.9	1626
ENSMUSG00000086229.3	1053
ENSMUSG00000062369.2	1561
ENSMUSG00000054568.7	2656
ENSMUSG00000073917.1	951
ENSMUSG00000063582.1	957
ENSMUSG00000056782.4	981
ENSMUSG00000057770.4	957
ENSMUSG00000073916.1	954
ENSMUSG00000094685.1	1266
ENSMUSG00000044705.2	939
ENSMUSG00000094531.1	942
ENSMUSG00000051172.4	939
ENSMUSG00000096773.1	942
ENSMUSG00000073915.3	954
ENSMUSG00000073914.1	939
ENSMUSG00000073913.1	942
ENSMUSG00000096029.1	952
ENSMUSG00000041885.4	930
ENSMUSG00000095248.1	948
ENSMUSG00000059768.3	897
ENSMUSG00000044120.3	960
ENSMUSG00000047225.6	939
ENSMUSG00000047794.5	1088
ENSMUSG00000048425.2	1018
ENSMUSG00000073908.3	915
ENSMUSG00000073909.2	966
ENSMUSG00000073907.2	1076
ENSMUSG00000050266.4	1062
ENSMUSG00000043948.1	969
ENSMUSG00000073906.2	1126
ENSMUSG00000044465.16	11569
ENSMUSG00000078611.2	1002
ENSMUSG00000030897.4	2480
ENSMUSG00000030898.12	2776
ENSMUSG00000037060.2	1035
ENSMUSG00000037049.8	2411
ENSMUSG00000037032.13	4404
ENSMUSG00000030895.8	1478
ENSMUSG00000036989.13	4569
ENSMUSG00000030881.12	4902
ENSMUSG00000089847.5	4087
ENSMUSG00000030882.15	15578
ENSMUSG00000064897.1	139
ENSMUSG00000081911.1	309
ENSMUSG00000030888.11	3072
ENSMUSG00000030890.13	2744
ENSMUSG00000043866.8	4584
ENSMUSG00000030894.4	3494
ENSMUSG00000036862.12	11070
ENSMUSG00000086414.2	2530
ENSMUSG00000030879.9	4153
ENSMUSG00000086513.3	7293
ENSMUSG00000078606.6	9275
ENSMUSG00000093378.2	474
ENSMUSG00000099241.1	3596
ENSMUSG00000099276.1	1038
ENSMUSG00000095649.3	7296
ENSMUSG00000098426.1	1266
ENSMUSG00000098987.1	1295
ENSMUSG00000045868.10	9005
ENSMUSG00000098934.1	3596
ENSMUSG00000098945.1	1038
ENSMUSG00000095457.3	7275
ENSMUSG00000053541.3	6622
ENSMUSG00000077777.1	136
ENSMUSG00000063286.6	7280
ENSMUSG00000073902.5	7293
ENSMUSG00000051680.2	952
ENSMUSG00000064223.1	948
ENSMUSG00000057832.2	1201
ENSMUSG00000051591.2	1047
ENSMUSG00000059087.1	936
ENSMUSG00000096714.1	951
ENSMUSG00000094493.1	951
ENSMUSG00000036744.9	3068
ENSMUSG00000056863.2	1348
ENSMUSG00000073901.1	960
ENSMUSG00000073900.3	948
ENSMUSG00000095373.1	951
ENSMUSG00000096487.1	951
ENSMUSG00000069390.2	924
ENSMUSG00000073899.1	924
ENSMUSG00000062553.2	924
ENSMUSG00000045581.5	1156
ENSMUSG00000036647.3	951
ENSMUSG00000045013.4	1359
ENSMUSG00000070417.2	1250
ENSMUSG00000073898.1	975
ENSMUSG00000049674.6	954
ENSMUSG00000073897.2	948
ENSMUSG00000062987.3	948
ENSMUSG00000060503.5	1131
ENSMUSG00000073896.2	1104
ENSMUSG00000016626.8	3537
ENSMUSG00000086261.1	1447
ENSMUSG00000073894.1	1472
ENSMUSG00000057215.6	1294
ENSMUSG00000076951.1	110
ENSMUSG00000062542.9	3979
ENSMUSG00000051041.7	1685
ENSMUSG00000036528.12	4729
ENSMUSG00000049740.2	1191
ENSMUSG00000048065.7	2772
ENSMUSG00000048236.8	1953
ENSMUSG00000066242.1	927
ENSMUSG00000095910.1	945
ENSMUSG00000094289.1	945
ENSMUSG00000066245.5	462
ENSMUSG00000073893.2	1083
ENSMUSG00000095212.1	933
ENSMUSG00000094197.1	933
ENSMUSG00000095301.1	933
ENSMUSG00000096151.1	933
ENSMUSG00000094426.1	945
ENSMUSG00000043855.5	1111
ENSMUSG00000063120.2	1029
ENSMUSG00000054236.4	939
ENSMUSG00000059031.2	972
ENSMUSG00000078118.1	1065
ENSMUSG00000088237.1	58
ENSMUSG00000059996.2	1098
ENSMUSG00000070411.2	942
ENSMUSG00000096068.1	945
ENSMUSG00000095929.1	945
ENSMUSG00000096465.1	945
ENSMUSG00000093808.1	945
ENSMUSG00000094612.1	933
ENSMUSG00000061975.3	930
ENSMUSG00000093980.1	945
ENSMUSG00000059227.2	947
ENSMUSG00000094104.1	993
ENSMUSG00000095239.1	945
ENSMUSG00000096679.1	993
ENSMUSG00000058014.2	1059
ENSMUSG00000060759.3	972
ENSMUSG00000060105.1	957
ENSMUSG00000058244.2	1008
ENSMUSG00000061000.1	951
ENSMUSG00000063764.1	933
ENSMUSG00000049280.3	1075
ENSMUSG00000096209.1	945
ENSMUSG00000056946.2	1056
ENSMUSG00000051200.1	930
ENSMUSG00000066241.2	933
ENSMUSG00000062434.1	945
ENSMUSG00000066240.2	1055
ENSMUSG00000046431.1	1002
ENSMUSG00000066239.2	960
ENSMUSG00000049709.3	4476
ENSMUSG00000031029.6	2891
ENSMUSG00000097220.1	3189
ENSMUSG00000031028.11	6919
ENSMUSG00000048330.12	8561
ENSMUSG00000094199.1	107
ENSMUSG00000036111.7	1071
ENSMUSG00000031027.13	2654
ENSMUSG00000081370.1	1398
ENSMUSG00000085407.1	1808
ENSMUSG00000031026.12	10125
ENSMUSG00000046364.12	2774
ENSMUSG00000065016.1	132
ENSMUSG00000105232.1	120
ENSMUSG00000077575.1	130
ENSMUSG00000031024.10	4526
ENSMUSG00000031023.5	1305
ENSMUSG00000031022.12	2070
ENSMUSG00000035951.1	706
ENSMUSG00000031021.11	2002
ENSMUSG00000034825.11	4012
ENSMUSG00000094713.1	107
ENSMUSG00000007279.12	4153
ENSMUSG00000035901.12	8677
ENSMUSG00000047554.11	5316
ENSMUSG00000089306.1	54
ENSMUSG00000101585.4	1729
ENSMUSG00000065389.1	141
ENSMUSG00000066232.3	3117
ENSMUSG00000064600.1	133
ENSMUSG00000064451.1	184
ENSMUSG00000073867.2	3339
ENSMUSG00000061079.11	3013
ENSMUSG00000031016.8	1941
ENSMUSG00000031015.7	4032
ENSMUSG00000038371.12	12127
ENSMUSG00000091117.1	566
ENSMUSG00000090855.1	593
ENSMUSG00000060777.4	330
ENSMUSG00000099803.1	431
ENSMUSG00000030790.12	1619
ENSMUSG00000005686.14	5605
ENSMUSG00000030788.13	5861
ENSMUSG00000106468.1	107
ENSMUSG00000030787.3	2607
ENSMUSG00000005611.13	6827
ENSMUSG00000087160.1	380
ENSMUSG00000005609.13	6544
ENSMUSG00000005610.14	7348
ENSMUSG00000088948.1	168
ENSMUSG00000038296.12	2575
ENSMUSG00000077902.1	92
ENSMUSG00000065751.1	150
ENSMUSG00000059263.7	5540
ENSMUSG00000030772.5	3357
ENSMUSG00000038244.11	11510
ENSMUSG00000030771.13	3497
ENSMUSG00000030770.12	10157
ENSMUSG00000085049.1	1285
ENSMUSG00000085945.2	659
ENSMUSG00000093002.1	130
ENSMUSG00000055320.14	11237
ENSMUSG00000106046.1	129
ENSMUSG00000098132.1	3496
ENSMUSG00000107024.1	1239
ENSMUSG00000088671.1	111
ENSMUSG00000055116.7	2904
ENSMUSG00000038187.12	5801
ENSMUSG00000082183.1	402
ENSMUSG00000059077.5	717
ENSMUSG00000030759.14	8055
ENSMUSG00000084984.5	1102
ENSMUSG00000089467.1	102
ENSMUSG00000073862.3	486
ENSMUSG00000101755.1	2088
ENSMUSG00000038156.13	8177
ENSMUSG00000055723.5	2272
ENSMUSG00000030754.8	3315
ENSMUSG00000030751.15	2103
ENSMUSG00000087475.3	1650
ENSMUSG00000030671.8	6899
ENSMUSG00000030670.13	1631
ENSMUSG00000030669.11	1480
ENSMUSG00000086583.3	1019
ENSMUSG00000030666.9	1264
ENSMUSG00000048782.13	3717
ENSMUSG00000077644.1	132
ENSMUSG00000046411.2	768
ENSMUSG00000089348.1	318
ENSMUSG00000099211.1	80
ENSMUSG00000051910.11	8852
ENSMUSG00000030664.3	420
ENSMUSG00000087621.5	616
ENSMUSG00000091900.2	1559
ENSMUSG00000030663.10	1495
ENSMUSG00000045659.15	11618
ENSMUSG00000090862.2	582
ENSMUSG00000064741.1	87
ENSMUSG00000030660.8	8042
ENSMUSG00000030659.12	2301
ENSMUSG00000084492.1	121
ENSMUSG00000088234.1	107
ENSMUSG00000107383.1	1342
ENSMUSG00000064971.1	107
ENSMUSG00000030657.9	3822
ENSMUSG00000088116.1	105
ENSMUSG00000008683.14	6262
ENSMUSG00000030654.7	2134
ENSMUSG00000030655.12	21225
ENSMUSG00000065874.1	131
ENSMUSG00000055159.7	925
ENSMUSG00000087922.1	105
ENSMUSG00000058420.5	1617
ENSMUSG00000095115.1	6862
ENSMUSG00000030652.8	4003
ENSMUSG00000042246.4	5761
ENSMUSG00000030650.15	4470
ENSMUSG00000033917.12	1692
ENSMUSG00000033904.13	8256
ENSMUSG00000030982.15	8969
ENSMUSG00000077667.1	114
ENSMUSG00000030980.14	5871
ENSMUSG00000073856.8	3734
ENSMUSG00000008734.8	4525
ENSMUSG00000066197.4	1038
ENSMUSG00000077653.1	126
ENSMUSG00000030954.9	1978
ENSMUSG00000030963.5	2472
ENSMUSG00000030968.2	2139
ENSMUSG00000103258.1	2603
ENSMUSG00000098014.1	2303
ENSMUSG00000030972.5	2885
ENSMUSG00000030945.14	7565
ENSMUSG00000033533.11	2181
ENSMUSG00000047026.8	2154
ENSMUSG00000030942.7	2653
ENSMUSG00000100153.1	972
ENSMUSG00000030935.13	4936
ENSMUSG00000030929.14	7170
ENSMUSG00000030924.13	4782
ENSMUSG00000048787.10	6203
ENSMUSG00000030922.9	1513
ENSMUSG00000052273.2	12252
ENSMUSG00000088172.1	101
ENSMUSG00000030917.10	1926
ENSMUSG00000030911.6	2200
ENSMUSG00000030909.5	2030
ENSMUSG00000030905.5	3391
ENSMUSG00000062017.12	5897
ENSMUSG00000054746.15	5474
ENSMUSG00000051900.10	7147
ENSMUSG00000044141.8	851
ENSMUSG00000030884.9	2506
ENSMUSG00000030887.3	1615
ENSMUSG00000097343.1	2347
ENSMUSG00000046096.6	4842
ENSMUSG00000030889.11	5821
ENSMUSG00000035064.14	7166
ENSMUSG00000085118.1	1992
ENSMUSG00000030880.11	4234
ENSMUSG00000030878.10	2782
ENSMUSG00000030877.8	1909
ENSMUSG00000058050.4	495
ENSMUSG00000088935.1	103
ENSMUSG00000053358.2	1845
ENSMUSG00000030876.6	1822
ENSMUSG00000099280.1	137
ENSMUSG00000035004.2	2133
ENSMUSG00000034990.12	4284
ENSMUSG00000046321.7	2270
ENSMUSG00000063317.6	10198
ENSMUSG00000053081.3	939
ENSMUSG00000000216.8	2991
ENSMUSG00000030873.8	2408
ENSMUSG00000034951.9	3328
ENSMUSG00000030872.12	9769
ENSMUSG00000030871.9	5152
ENSMUSG00000030870.10	9629
ENSMUSG00000030869.9	6883
ENSMUSG00000044702.11	5424
ENSMUSG00000089631.2	414
ENSMUSG00000030868.6	2649
ENSMUSG00000086942.1	973
ENSMUSG00000030867.6	2203
ENSMUSG00000030866.7	2973
ENSMUSG00000030865.4	1603
ENSMUSG00000064532.1	107
ENSMUSG00000052889.9	4749
ENSMUSG00000084230.1	477
ENSMUSG00000088299.1	269
ENSMUSG00000087520.1	226
ENSMUSG00000066189.7	2777
ENSMUSG00000030779.13	8752
ENSMUSG00000052707.7	8471
ENSMUSG00000030769.13	2758
ENSMUSG00000030766.13	3583
ENSMUSG00000030763.6	1369
ENSMUSG00000088449.1	103
ENSMUSG00000030762.9	1577
ENSMUSG00000030757.11	4695
ENSMUSG00000084484.1	106
ENSMUSG00000098160.3	2418
ENSMUSG00000098129.1	504
ENSMUSG00000078591.1	3189
ENSMUSG00000077176.1	129
ENSMUSG00000085899.1	552
ENSMUSG00000085892.1	506
ENSMUSG00000087781.1	143
ENSMUSG00000086254.1	664
ENSMUSG00000073844.4	420
ENSMUSG00000104236.1	1160
ENSMUSG00000045928.1	3801
ENSMUSG00000090457.1	2153
ENSMUSG00000030752.6	2385
ENSMUSG00000030750.11	1329
ENSMUSG00000030748.8	5092
ENSMUSG00000030745.8	2607
ENSMUSG00000032777.8	6960
ENSMUSG00000032743.13	7191
ENSMUSG00000046182.7	3924
ENSMUSG00000000131.13	9692
ENSMUSG00000090559.1	4371
ENSMUSG00000057945.3	411
ENSMUSG00000042978.9	4092
ENSMUSG00000066180.5	483
ENSMUSG00000030742.6	1239
ENSMUSG00000099017.1	75
ENSMUSG00000030741.13	3707
ENSMUSG00000030722.7	3388
ENSMUSG00000030724.6	2434
ENSMUSG00000030727.10	5322
ENSMUSG00000030730.10	3483
ENSMUSG00000030733.9	3422
ENSMUSG00000073838.8	1776
ENSMUSG00000032637.13	4782
ENSMUSG00000030738.10	3383
ENSMUSG00000084453.1	107
ENSMUSG00000097810.1	462
ENSMUSG00000065341.1	106
ENSMUSG00000030720.14	5781
ENSMUSG00000098540.1	59
ENSMUSG00000042759.10	3779
ENSMUSG00000044701.5	1021
ENSMUSG00000030717.7	2514
ENSMUSG00000066175.2	1052
ENSMUSG00000030714.12	1802
ENSMUSG00000030711.13	1507
ENSMUSG00000082922.3	864
ENSMUSG00000059772.10	3521
ENSMUSG00000047721.7	1658
ENSMUSG00000030707.13	2783
ENSMUSG00000063065.11	2163
ENSMUSG00000030703.7	1066
ENSMUSG00000055323.4	1854
ENSMUSG00000042675.13	1848
ENSMUSG00000030699.14	1804
ENSMUSG00000030697.6	1293
ENSMUSG00000030695.11	2754
ENSMUSG00000085583.1	799
ENSMUSG00000058966.11	2804
ENSMUSG00000045989.3	475
ENSMUSG00000052301.12	2803
ENSMUSG00000030689.13	4648
ENSMUSG00000042606.7	3023
ENSMUSG00000059981.9	9247
ENSMUSG00000060538.12	2292
ENSMUSG00000093768.1	198
ENSMUSG00000064734.1	107
ENSMUSG00000030685.5	2487
ENSMUSG00000095334.2	822
ENSMUSG00000046378.9	1672
ENSMUSG00000030683.9	4210
ENSMUSG00000097075.1	2054
ENSMUSG00000030682.3	1876
ENSMUSG00000030681.16	2902
ENSMUSG00000092534.6	693
ENSMUSG00000030680.4	1430
ENSMUSG00000107068.1	4508
ENSMUSG00000045114.8	3159
ENSMUSG00000030678.6	2365
ENSMUSG00000030677.7	2063
ENSMUSG00000088660.1	246
ENSMUSG00000106521.1	90
ENSMUSG00000049350.5	636
ENSMUSG00000064429.1	107
ENSMUSG00000045165.5	1918
ENSMUSG00000030674.5	2645
ENSMUSG00000051457.6	4607
ENSMUSG00000092905.2	215
ENSMUSG00000042502.8	3379
ENSMUSG00000042492.10	4690
ENSMUSG00000030672.10	885
ENSMUSG00000000486.11	2060
ENSMUSG00000045598.9	3373
ENSMUSG00000054716.3	1371
ENSMUSG00000042462.4	676
ENSMUSG00000049091.5	1359
ENSMUSG00000090460.2	345
ENSMUSG00000030830.16	6380
ENSMUSG00000047371.6	2245
ENSMUSG00000054381.4	2657
ENSMUSG00000030823.6	3878
ENSMUSG00000078580.3	3334
ENSMUSG00000074184.5	288
ENSMUSG00000045757.6	2508
ENSMUSG00000045251.11	2734
ENSMUSG00000048921.9	2005
ENSMUSG00000086502.1	1988
ENSMUSG00000030822.13	3456
ENSMUSG00000042423.7	2650
ENSMUSG00000098267.1	137
ENSMUSG00000105918.1	91
ENSMUSG00000101225.1	2432
ENSMUSG00000053877.10	15783
ENSMUSG00000107023.1	12746
ENSMUSG00000065259.1	130
ENSMUSG00000101845.1	471
ENSMUSG00000106715.1	1263
ENSMUSG00000030815.9	3998
ENSMUSG00000057176.3	2535
ENSMUSG00000030816.7	4154
ENSMUSG00000099579.1	546
ENSMUSG00000045639.12	6723
ENSMUSG00000030814.15	5331
ENSMUSG00000076454.1	76
ENSMUSG00000042340.5	1345
ENSMUSG00000060034.4	1754
ENSMUSG00000030811.12	4293
ENSMUSG00000043964.12	2141
ENSMUSG00000042308.12	6795
ENSMUSG00000042289.9	6154
ENSMUSG00000030806.5	4802
ENSMUSG00000030805.12	2364
ENSMUSG00000049728.12	4655
ENSMUSG00000049739.9	6727
ENSMUSG00000044139.11	2134
ENSMUSG00000030804.8	2037
ENSMUSG00000096145.1	767
ENSMUSG00000030802.12	3063
ENSMUSG00000030801.9	1573
ENSMUSG00000030800.9	1852
ENSMUSG00000070371.9	3221
ENSMUSG00000030795.16	5690
ENSMUSG00000097751.1	1997
ENSMUSG00000063254.2	2623
ENSMUSG00000030793.3	1405
ENSMUSG00000087530.1	465
ENSMUSG00000042828.10	2553
ENSMUSG00000064677.1	156
ENSMUSG00000030786.16	6377
ENSMUSG00000030789.8	4045
ENSMUSG00000070369.11	4510
ENSMUSG00000030785.7	658
ENSMUSG00000062944.3	3581
ENSMUSG00000042178.5	3834
ENSMUSG00000030782.13	3598
ENSMUSG00000030781.11	2897
ENSMUSG00000030780.13	5526
ENSMUSG00000093215.1	67
ENSMUSG00000030844.9	1711
ENSMUSG00000084964.1	449
ENSMUSG00000030846.13	5861
ENSMUSG00000093125.1	125
ENSMUSG00000030847.7	2591
ENSMUSG00000096557.2	300
ENSMUSG00000042105.16	8323
ENSMUSG00000107062.1	284
ENSMUSG00000081339.1	450
ENSMUSG00000048170.12	5107
ENSMUSG00000088566.1	102
ENSMUSG00000055319.7	4578
ENSMUSG00000077283.1	118
ENSMUSG00000080363.1	121
ENSMUSG00000070366.4	1088
ENSMUSG00000042055.11	10372
ENSMUSG00000065763.1	110
ENSMUSG00000030849.15	7240
ENSMUSG00000082988.3	2325
ENSMUSG00000030850.13	4875
ENSMUSG00000099422.1	718
ENSMUSG00000099232.1	76
ENSMUSG00000040331.13	2597
ENSMUSG00000030852.13	9537
ENSMUSG00000050189.4	2015
ENSMUSG00000040298.5	3432
ENSMUSG00000086108.1	1749
ENSMUSG00000040268.14	8527
ENSMUSG00000104914.1	68
ENSMUSG00000006205.11	2879
ENSMUSG00000047517.9	6241
ENSMUSG00000013668.9	1826
ENSMUSG00000100759.4	699
ENSMUSG00000006204.5	3146
ENSMUSG00000040205.8	2256
ENSMUSG00000030858.10	680
ENSMUSG00000030859.7	371
ENSMUSG00000040177.9	2214
ENSMUSG00000063179.10	2179
ENSMUSG00000040167.13	4885
ENSMUSG00000030861.12	4474
ENSMUSG00000040148.5	1457
ENSMUSG00000050100.11	1791
ENSMUSG00000066979.5	2055
ENSMUSG00000062758.6	801
ENSMUSG00000040125.4	11571
ENSMUSG00000030862.10	4450
ENSMUSG00000084630.1	120
ENSMUSG00000086814.1	766
ENSMUSG00000030930.11	5388
ENSMUSG00000030934.8	2155
ENSMUSG00000048528.7	3264
ENSMUSG00000087657.6	601
ENSMUSG00000030946.10	2085
ENSMUSG00000087348.1	1581
ENSMUSG00000030956.13	6911
ENSMUSG00000030960.14	1764
ENSMUSG00000030965.16	5427
ENSMUSG00000097595.1	1067
ENSMUSG00000030967.11	5431
ENSMUSG00000085663.1	311
ENSMUSG00000030970.14	6220
ENSMUSG00000030976.2	915
ENSMUSG00000101546.1	571
ENSMUSG00000039990.13	5992
ENSMUSG00000030981.7	2665
ENSMUSG00000030979.10	3576
ENSMUSG00000030983.4	2038
ENSMUSG00000030986.10	4173
ENSMUSG00000081431.1	456
ENSMUSG00000053111.10	2138
ENSMUSG00000054555.9	8273
ENSMUSG00000093032.1	123
ENSMUSG00000050066.5	1897
ENSMUSG00000030994.13	3483
ENSMUSG00000058325.5	6807
ENSMUSG00000073805.4	4619
ENSMUSG00000077150.1	133
ENSMUSG00000100717.4	931
ENSMUSG00000073804.4	840
ENSMUSG00000073803.2	3203
ENSMUSG00000048377.5	2591
ENSMUSG00000050866.7	3305
ENSMUSG00000041836.9	5411
ENSMUSG00000088141.1	121
ENSMUSG00000097471.5	4527
ENSMUSG00000031004.7	10075
ENSMUSG00000098031.1	986
ENSMUSG00000087869.1	308
ENSMUSG00000054612.3	818
ENSMUSG00000010476.11	5021
ENSMUSG00000040139.12	5752
ENSMUSG00000031068.7	1651
ENSMUSG00000064575.1	107
ENSMUSG00000091002.2	3856
ENSMUSG00000041775.7	1883
ENSMUSG00000041769.11	5903
ENSMUSG00000078566.6	2265
ENSMUSG00000098199.1	927
ENSMUSG00000056856.9	5111
ENSMUSG00000025478.13	5983
ENSMUSG00000015981.10	2302
ENSMUSG00000098629.1	101
ENSMUSG00000015980.12	3637
ENSMUSG00000060260.10	2640
ENSMUSG00000025477.11	3529
ENSMUSG00000041309.15	1907
ENSMUSG00000049571.14	9244
ENSMUSG00000083626.1	468
ENSMUSG00000056777.5	483
ENSMUSG00000098619.1	109
ENSMUSG00000025475.15	5386
ENSMUSG00000066129.12	7731
ENSMUSG00000047751.9	1227
ENSMUSG00000086742.5	2917
ENSMUSG00000085354.1	911
ENSMUSG00000105165.1	57
ENSMUSG00000065502.1	72
ENSMUSG00000073795.8	1927
ENSMUSG00000025473.14	4638
ENSMUSG00000099092.1	66
ENSMUSG00000025474.8	3085
ENSMUSG00000025470.10	1100
ENSMUSG00000025469.10	2356
ENSMUSG00000025468.12	1627
ENSMUSG00000025467.8	620
ENSMUSG00000025466.16	3272
ENSMUSG00000025465.10	5274
ENSMUSG00000025464.12	1765
ENSMUSG00000039018.12	4019
ENSMUSG00000045733.7	3374
ENSMUSG00000051180.6	1076
ENSMUSG00000051051.5	1056
ENSMUSG00000050366.5	1058
ENSMUSG00000025461.10	3454
ENSMUSG00000054672.10	3967
ENSMUSG00000061489.2	1050
ENSMUSG00000062782.3	978
ENSMUSG00000060112.1	936
ENSMUSG00000060974.2	1080
ENSMUSG00000062712.1	915
ENSMUSG00000063823.1	930
ENSMUSG00000056883.2	1052
ENSMUSG00000063230.2	991
ENSMUSG00000052508.8	3850
ENSMUSG00000095901.1	933
ENSMUSG00000093942.1	957
ENSMUSG00000096069.1	936
ENSMUSG00000094819.1	1162
ENSMUSG00000059136.2	960
ENSMUSG00000066122.3	1035
ENSMUSG00000057997.3	1103
ENSMUSG00000025479.8	1827
ENSMUSG00000025480.4	1462
ENSMUSG00000060314.10	4715
ENSMUSG00000025481.9	1322
ENSMUSG00000099590.1	1077
ENSMUSG00000038801.6	455
ENSMUSG00000025482.9	2064
ENSMUSG00000025484.8	1552
ENSMUSG00000025485.10	4742
ENSMUSG00000025486.14	1570
ENSMUSG00000025487.12	3395
ENSMUSG00000083396.1	1194
ENSMUSG00000025488.8	362
ENSMUSG00000038745.13	5081
ENSMUSG00000062031.10	3346
ENSMUSG00000025489.4	708
ENSMUSG00000060591.8	627
ENSMUSG00000025491.12	1094
ENSMUSG00000025492.6	678
ENSMUSG00000059108.3	541
ENSMUSG00000091441.1	72
ENSMUSG00000055629.4	3105
ENSMUSG00000054065.9	3616
ENSMUSG00000025494.7	1990
ENSMUSG00000054662.7	3012
ENSMUSG00000088542.1	109
ENSMUSG00000025495.12	4875
ENSMUSG00000038650.12	1911
ENSMUSG00000077547.1	96
ENSMUSG00000025499.15	3733
ENSMUSG00000038637.12	6068
ENSMUSG00000025500.9	2079
ENSMUSG00000038618.9	1803
ENSMUSG00000065551.1	110
ENSMUSG00000038611.14	6765
ENSMUSG00000025498.12	3020
ENSMUSG00000025497.12	2629
ENSMUSG00000038580.10	534
ENSMUSG00000025496.4	1334
ENSMUSG00000058886.8	2192
ENSMUSG00000025505.14	3178
ENSMUSG00000025504.10	4370
ENSMUSG00000086844.1	3755
ENSMUSG00000077716.1	130
ENSMUSG00000025503.4	1998
ENSMUSG00000091083.4	558
ENSMUSG00000051007.12	2871
ENSMUSG00000060240.10	1775
ENSMUSG00000019082.15	5992
ENSMUSG00000025507.11	4528
ENSMUSG00000025508.11	2072
ENSMUSG00000064666.1	137
ENSMUSG00000025509.13	3020
ENSMUSG00000048200.9	2764
ENSMUSG00000073787.3	2033
ENSMUSG00000025510.11	2010
ENSMUSG00000038489.8	1650
ENSMUSG00000025511.12	2178
ENSMUSG00000025512.12	10799
ENSMUSG00000002957.9	5663
ENSMUSG00000097170.1	2620
ENSMUSG00000098759.1	91
ENSMUSG00000048191.13	9361
ENSMUSG00000025515.13	7127
ENSMUSG00000037974.13	10755
ENSMUSG00000066108.7	14964
ENSMUSG00000025139.11	4333
ENSMUSG00000092536.1	561
ENSMUSG00000053046.12	5605
ENSMUSG00000092652.1	63
ENSMUSG00000025147.6	1456
ENSMUSG00000077409.1	107
ENSMUSG00000037887.9	4870
ENSMUSG00000088784.1	94
ENSMUSG00000090471.1	714
ENSMUSG00000054759.6	1471
ENSMUSG00000066101.4	522
ENSMUSG00000046248.9	1652
ENSMUSG00000073786.1	732
ENSMUSG00000073785.2	1177
ENSMUSG00000090455.2	519
ENSMUSG00000056885.5	600
ENSMUSG00000089731.3	672
ENSMUSG00000066100.7	764
ENSMUSG00000045236.4	1002
ENSMUSG00000083812.3	453
ENSMUSG00000045777.12	4789
ENSMUSG00000007891.13	2519
ENSMUSG00000077668.1	108
ENSMUSG00000031098.15	1894
ENSMUSG00000031097.12	1497
ENSMUSG00000018819.8	5174
ENSMUSG00000043795.6	2348
ENSMUSG00000061723.15	1391
ENSMUSG00000037772.10	1777
ENSMUSG00000087090.5	3438
ENSMUSG00000000031.13	2372
ENSMUSG00000099143.1	71
ENSMUSG00000076275.1	84
ENSMUSG00000098816.1	70
ENSMUSG00000048583.14	5723
ENSMUSG00000070140.1	73
ENSMUSG00000086266.1	5337
ENSMUSG00000000215.8	810
ENSMUSG00000078192.4	597
ENSMUSG00000073781.3	1167
ENSMUSG00000000214.8	2364
ENSMUSG00000009248.5	1612
ENSMUSG00000052281.12	995
ENSMUSG00000000244.14	2848
ENSMUSG00000059277.10	3889
ENSMUSG00000037706.14	2270
ENSMUSG00000009246.12	6398
ENSMUSG00000045752.10	1760
ENSMUSG00000009545.12	4093
ENSMUSG00000102980.1	235
ENSMUSG00000102333.1	59
ENSMUSG00000101062.1	610
ENSMUSG00000101609.1	84395
ENSMUSG00000098857.1	460
ENSMUSG00000098859.1	195
ENSMUSG00000099151.1	119
ENSMUSG00000099240.1	224
ENSMUSG00000104012.1	3920
ENSMUSG00000101360.1	1523
ENSMUSG00000103791.1	1402
ENSMUSG00000104485.1	3492
ENSMUSG00000099103.1	61
ENSMUSG00000037664.10	1931
ENSMUSG00000000154.13	1718
ENSMUSG00000010760.4	757
ENSMUSG00000059119.8	2283
ENSMUSG00000065118.1	127
ENSMUSG00000010755.14	4639
ENSMUSG00000098593.1	89
ENSMUSG00000082561.1	556
ENSMUSG00000086828.1	757
ENSMUSG00000045362.7	2977
ENSMUSG00000010751.12	4289
ENSMUSG00000037613.13	3353
ENSMUSG00000037606.15	4915
ENSMUSG00000050276.6	1820
ENSMUSG00000048965.8	3759
ENSMUSG00000076944.1	66
ENSMUSG00000031090.12	3306
ENSMUSG00000058454.12	3784
ENSMUSG00000031085.13	1799
ENSMUSG00000099321.1	94
ENSMUSG00000037541.17	10660
ENSMUSG00000093221.1	85
ENSMUSG00000085745.1	2193
ENSMUSG00000031078.13	4192
ENSMUSG00000085228.1	297
ENSMUSG00000037519.14	10105
ENSMUSG00000073778.2	1053
ENSMUSG00000031077.7	3903
ENSMUSG00000031075.15	5206
ENSMUSG00000103394.1	1344
ENSMUSG00000031074.12	2326
ENSMUSG00000050917.4	3030
ENSMUSG00000096999.1	2732
ENSMUSG00000031073.5	1809
ENSMUSG00000031072.11	4400
ENSMUSG00000070348.4	3835
ENSMUSG00000048677.8	2909
ENSMUSG00000031070.13	2214
ENSMUSG00000051207.6	3117
ENSMUSG00000090795.1	476
ENSMUSG00000080366.1	121
